"fold","id","truth","response","precision_error"
8,741,7.244,7.048412,2.7
8,751,5.573,5.422529,2.70000000000001
8,778,7.06,6.86938,2.7
8,785,6.07,5.90611,2.70000000000001
8,786,7.032,6.842136,2.7
8,804,8.721,8.485533,2.7
8,819,6.7,6.5191,2.7
8,828,9.1,8.8543,2.69999999999999
8,847,8.1,7.8813,2.7
8,858,5.7,5.5461,2.7
8,895,7.187,6.992951,2.70000000000001
8,905,6.569,6.391637,2.7
8,909,6.347,6.175631,2.7
8,910,7.9,7.6867,2.7
8,926,6,5.838,2.7
8,946,6.9,6.7137,2.7
8,949,6.11,5.94503,2.7
8,956,8.3,8.0759,2.7
8,959,7.1,6.9083,2.7
8,963,8.6,8.3678,2.70000000000001
8,984,9.5,9.2435,2.70000000000001
8,1001,9.1,8.8543,2.69999999999999
8,1006,9.5,9.2435,2.70000000000001
8,1019,8.9,8.6597,2.69999999999999
8,1035,5.293,5.150089,2.7
8,1056,6.8,6.6164,2.7
8,1078,6.1,5.9353,2.7
8,1088,8.765,8.528345,2.70000000000001
8,1090,5.219,5.078087,2.70000000000001
8,1102,6.457,6.282661,2.7
8,1106,8.276,8.052548,2.7
8,1126,5,4.865,2.7
8,1133,6.917,6.730241,2.70000000000001
8,1168,6.88,6.69424,2.7
8,1181,6.5,6.3245,2.70000000000001
8,1182,6.81,6.62613,2.7
8,1194,6,5.838,2.7
8,1208,5.44,5.29312,2.70000000000001
8,1211,5.94,5.77962,2.7
8,1217,6.959,6.771107,2.7
8,1231,6.2,6.0326,2.7
9,4,6.032,5.869136,2.7
9,11,6.509,6.333257,2.7
9,13,5.77,5.61421,2.70000000000001
9,20,8.495,8.265635,2.7
9,37,8.337,8.111901,2.7
9,40,7.658,7.451234,2.7
9,42,6,5.838,2.7
9,52,7.26,7.06398,2.7
9,62,7.018,6.828514,2.70000000000001
9,75,7.328,7.130144,2.7
9,81,6.912,6.725376,2.7
9,90,7.854,7.641942,2.7
9,104,9.1,8.8543,2.69999999999999
9,134,5.301,5.157873,2.7
9,137,5.301,5.157873,2.7
9,162,6.7,6.5191,2.7
9,180,5.912,5.752376,2.7
9,187,5,4.865,2.7
9,189,6.585,6.407205,2.70000000000001
9,209,6.77,6.58721,2.7
9,215,7.469,7.267337,2.7
9,224,9.499,9.242527,2.7
9,227,6.5,6.3245,2.70000000000001
9,229,5.578,5.427394,2.7
9,230,8.208,7.986384,2.7
9,232,7.18,6.98614,2.7
9,244,6.398,6.225254,2.7
9,254,6.495,6.319635,2.7
9,256,6.854,6.668942,2.70000000000001
9,259,8.699,8.464127,2.7
9,280,8.62,8.38726,2.7
9,307,7.337,7.138901,2.7
9,323,8.801,8.563373,2.7
9,334,8.3,8.0759,2.7
9,355,5.301,5.157873,2.7
9,368,7.699,7.491127,2.7
9,371,6.565,6.387745,2.70000000000001
9,379,5.638,5.485774,2.7
9,401,7.417,7.216741,2.7
9,408,8.4,8.1732,2.70000000000001
9,426,6.934,6.746782,2.70000000000001
9,433,8.77,8.53321,2.70000000000001
9,437,8.42,8.19266,2.7
9,456,9.523,9.265879,2.7
9,465,5,4.865,2.7
9,468,5,4.865,2.7
9,483,6.8,6.6164,2.7
9,484,8.1,7.8813,2.7
9,488,6.8,6.6164,2.7
9,503,5,4.865,2.7
9,511,5.2,5.0596,2.70000000000001
9,533,6,5.838,2.7
9,538,7.7,7.4921,2.70000000000001
9,585,5,4.865,2.7
9,588,5,4.865,2.7
9,593,7.125,6.932625,2.7
9,606,7.301,7.103873,2.7
9,622,6.023,5.860379,2.70000000000001
9,634,7.398,7.198254,2.7
9,642,5.804,5.647292,2.7
9,643,4.8,4.6704,2.7
9,644,7.91,7.69643,2.7
9,651,5.166,5.026518,2.7
9,660,5.91,5.75043,2.70000000000001
9,661,5,4.865,2.7
9,665,7.3,7.1029,2.7
9,666,6.54,6.36342,2.70000000000001
9,668,6.61,6.43153,2.7
9,672,6,5.838,2.7
9,685,6.67,6.48991,2.7
9,712,6.194,6.026762,2.7
9,717,7.638,7.431774,2.7
9,722,6.513,6.337149,2.7
9,725,7.409,7.208957,2.7
9,727,7.064,6.873272,2.7
9,732,7.699,7.491127,2.7
9,737,5.4,5.2542,2.70000000000001
9,767,7.051,6.860623,2.7
9,768,7.854,7.641942,2.7
9,771,5.921,5.761133,2.7
9,797,7.167,6.973491,2.70000000000001
9,799,7.495,7.292635,2.7
9,800,9.546,9.288258,2.7
9,806,9.626,9.366098,2.7
9,811,6.357,6.185361,2.7
9,817,6.959,6.771107,2.7
9,829,9.5,9.2435,2.70000000000001
9,831,8.268,8.044764,2.7
9,832,9.301,9.049873,2.7
9,840,10,9.73,2.7
9,843,5,4.865,2.7
9,874,6.87,6.68451,2.70000000000001
9,878,6.04,5.87692,2.7
9,882,6.469,6.294337,2.7
9,883,7.119,6.926787,2.7
9,892,7.959,7.744107,2.7
9,896,9.262,9.011926,2.7
9,906,7,6.811,2.7
9,914,8.4,8.1732,2.70000000000001
9,917,5,4.865,2.7
9,920,7.983,7.767459,2.7
9,924,8.678,8.443694,2.7
9,942,7.2,7.0056,2.7
9,971,6.8,6.6164,2.7
9,972,7.8,7.5894,2.7
9,974,7.222,7.027006,2.7
9,982,6,5.838,2.7
9,1008,5.474,5.326202,2.7
9,1010,5,4.865,2.7
9,1013,7.7,7.4921,2.70000000000001
9,1033,7.3,7.1029,2.7
9,1039,7,6.811,2.7
9,1061,8.699,8.464127,2.7
9,1062,7.8,7.5894,2.7
9,1095,5,4.865,2.7
9,1101,5.77,5.61421,2.70000000000001
9,1103,6,5.838,2.7
9,1125,5,4.865,2.7
9,1150,6.222,6.054006,2.7
9,1167,6.97,6.78181,2.70000000000001
9,1206,5.77,5.61421,2.70000000000001
9,1224,5.7,5.5461,2.7
9,1230,8.921,8.680133,2.7
10,25,7.921,7.707133,2.70000000000001
10,26,7.69,7.48237,2.7
10,27,7.276,7.079548,2.7
10,28,8.108,7.889084,2.7
10,56,8.824,8.585752,2.70000000000001
10,70,7.854,7.641942,2.7
10,71,6.701,6.520073,2.70000000000001
10,77,6,5.838,2.7
10,85,6.775,6.592075,2.7
10,116,8.801,8.563373,2.7
10,128,5,4.865,2.7
10,152,6,5.838,2.7
10,153,6,5.838,2.7
10,175,5.919,5.759187,2.7
10,177,6.593,6.414989,2.70000000000001
10,185,5.116,4.977868,2.69999999999999
10,190,6.125,5.959625,2.7
10,197,7.319,7.121387,2.70000000000001
10,243,8.051,7.833623,2.7
10,262,9.216,8.967168,2.7
10,274,7.387,7.187551,2.70000000000001
10,289,5.409,5.262957,2.69999999999999
10,297,7.086,6.894678,2.70000000000001
10,301,8.2,7.9786,2.7
10,328,8.9,8.6597,2.69999999999999
10,336,8.801,8.563373,2.7
10,343,8.4,8.1732,2.70000000000001
10,348,6.77,6.58721,2.7
10,360,7.444,7.243012,2.70000000000001
10,364,6.971,6.782783,2.7
10,374,5.5,5.3515,2.70000000000001
10,381,4.523,4.400879,2.7
10,382,6.2,6.0326,2.7
10,383,8.9,8.6597,2.69999999999999
10,414,8.3,8.0759,2.7
10,434,8.31,8.08563,2.7
10,438,8.6,8.3678,2.70000000000001
10,439,7.777,7.567021,2.70000000000001
10,458,9.301,9.049873,2.7
10,466,5,4.865,2.7
10,477,7.553,7.349069,2.7
10,478,6,5.838,2.7
10,479,6,5.838,2.7
10,485,7.8,7.5894,2.7
10,501,5,4.865,2.7
10,512,5,4.865,2.7
10,516,5,4.865,2.7
10,518,7.523,7.319879,2.7
10,519,8.456,8.227688,2.70000000000001
10,520,6.535,6.358555,2.7
10,525,5,4.865,2.7
10,537,6,5.838,2.7
10,544,6.8,6.6164,2.7
10,554,7.2,7.0056,2.7
10,571,4.85,4.71905,2.70000000000001
10,581,9.155,8.907815,2.7
10,589,5,4.865,2.7
10,591,5.772,5.616156,2.7
10,592,6.4,6.2272,2.70000000000001
10,607,7.848,7.636104,2.7
10,608,6.928,6.740944,2.7
10,620,6.444,6.270012,2.70000000000001
10,627,6.032,5.869136,2.7
10,635,5.88,5.72124,2.7
10,674,9.119,8.872787,2.70000000000001
10,709,6,5.838,2.7
10,713,7.398,7.198254,2.7
10,714,7.229,7.033817,2.7
10,719,8.733,8.497209,2.70000000000001
10,739,7.699,7.491127,2.7
10,746,7.959,7.744107,2.7
10,773,7.398,7.198254,2.7
10,791,7.444,7.243012,2.70000000000001
10,795,7.071,6.880083,2.7
10,809,8.481,8.252013,2.7
10,822,7.921,7.707133,2.70000000000001
10,824,5,4.865,2.7
10,826,7.947,7.732431,2.7
10,853,8.309,8.084657,2.69999999999999
10,857,7.824,7.612752,2.7
10,868,5.734,5.579182,2.70000000000001
10,880,6.836,6.651428,2.7
10,900,8.3,8.0759,2.7
10,901,8.801,8.563373,2.7
10,921,7.086,6.894678,2.70000000000001
10,923,6.569,6.391637,2.7
10,933,8.886,8.646078,2.7
10,944,7.4,7.2002,2.7
10,948,6.28,6.11044,2.70000000000001
10,950,8.2,7.9786,2.7
10,951,6.9,6.7137,2.7
10,953,8.699,8.464127,2.7
10,965,7.6,7.3948,2.70000000000001
10,967,8.3,8.0759,2.7
10,1017,5.9,5.7407,2.7
10,1026,9.4,9.1462,2.7
10,1027,7,6.811,2.7
10,1028,8.699,8.464127,2.7
10,1029,6.9,6.7137,2.7
10,1043,7.102,6.910246,2.70000000000001
10,1047,7.3,7.1029,2.7
10,1050,5,4.865,2.7
10,1053,7.5,7.2975,2.70000000000001
10,1060,7.9,7.6867,2.7
10,1066,6,5.838,2.7
10,1068,6.452,6.277796,2.70000000000001
10,1074,7.5,7.2975,2.70000000000001
10,1104,5.824,5.666752,2.7
10,1107,8.509,8.279257,2.70000000000001
10,1108,7.444,7.243012,2.70000000000001
10,1109,5.678,5.524694,2.7
10,1116,6.258,6.089034,2.7
10,1121,6.848,6.663104,2.7
10,1149,5,4.865,2.7
10,1159,5.347,5.202631,2.7
10,1161,7.42,7.21966,2.7
10,1179,8.456,8.227688,2.70000000000001
10,1186,6,5.838,2.7
10,1188,6.622,6.443206,2.7
10,1189,6.678,6.497694,2.7
10,1204,6.52,6.34396,2.70000000000001
10,1222,5.6,5.4488,2.7
10,1229,7.509,7.306257,2.7
10,1236,5.5,5.3515,2.70000000000001
1,11,5.244,5.102412,2.70000000000001
1,12,5.102,4.964246,2.7
1,48,7.452,7.250796,2.70000000000001
1,50,7.783,7.572859,2.7
1,51,7.428,7.227444,2.7
1,56,7.485,7.282905,2.7
1,57,8.081,7.862813,2.7
1,58,7.439,7.238147,2.70000000000001
1,64,7.439,7.238147,2.70000000000001
1,74,7.072,6.881056,2.7
1,80,7.609,7.403557,2.7
1,92,7.279,7.082467,2.70000000000001
1,102,7.11,6.91803,2.70000000000001
1,112,7.08,6.88884,2.7
1,117,7,6.811,2.7
1,120,5,4.865,2.7
1,153,8.102,7.883246,2.70000000000001
1,160,9.155,8.907815,2.7
1,162,6.1,5.9353,2.7
1,164,5.9,5.7407,2.7
1,168,5,4.865,2.7
1,176,8.959,8.717107,2.70000000000001
1,187,8.252,8.029196,2.7
1,190,7.886,7.673078,2.7
1,198,7.959,7.744107,2.7
1,237,5,4.865,2.7
1,244,5.881,5.722213,2.7
1,249,6.149,5.982977,2.7
1,254,7.585,7.380205,2.7
1,260,6.824,6.639752,2.7
1,261,7.347,7.148631,2.70000000000001
1,273,7.444,7.243012,2.70000000000001
1,283,6.959,6.771107,2.7
1,296,5.886,5.727078,2.70000000000001
1,300,5.796,5.639508,2.7
1,303,5.678,5.524694,2.7
1,307,5.481,5.333013,2.70000000000001
1,328,9.37,9.11701,2.70000000000001
1,397,5,4.865,2.7
1,424,5,4.865,2.7
1,426,5.5,5.3515,2.70000000000001
1,438,5.602,5.450746,2.7
1,441,5.31,5.16663,2.7
1,450,5.606,5.454638,2.7
1,451,5.136,4.997328,2.69999999999999
1,458,5.519,5.369987,2.7
1,468,6.108,5.943084,2.7
1,472,8.772,8.535156,2.7
2,6,4.523,4.400879,2.7
2,7,4.523,4.400879,2.7
2,28,6,5.838,2.7
2,35,7.233,7.037709,2.7
2,39,7.033,6.843109,2.7
2,60,7.177,6.983221,2.7
2,79,7,6.811,2.7
2,82,7,6.811,2.7
2,94,7,6.811,2.7
2,99,7,6.811,2.7
2,101,7,6.811,2.7
2,114,7.341,7.142793,2.7
2,155,9.155,8.907815,2.7
2,183,6.804,6.620292,2.7
2,193,8.796,8.558508,2.7
2,205,5,4.865,2.7
2,219,8.626,8.393098,2.70000000000001
2,222,6.524,6.347852,2.70000000000001
2,226,8.79,8.55267,2.7
2,229,7.87,7.65751,2.7
2,238,6.155,5.988815,2.70000000000001
2,242,6.387,6.214551,2.7
2,247,5,4.865,2.7
2,256,7.921,7.707133,2.70000000000001
2,259,6.796,6.612508,2.7
2,285,5.119,4.980787,2.70000000000001
2,286,8.222,8.000006,2.70000000000001
2,287,5.62,5.46826,2.7
2,297,5.721,5.566533,2.70000000000001
2,305,5.699,5.545127,2.7
2,309,4.25,4.13525,2.7
2,323,6.1,5.9353,2.7
2,335,5,4.865,2.7
2,337,5,4.865,2.7
2,339,6,5.838,2.7
2,343,4.244,4.129412,2.70000000000001
2,350,8.745,8.508885,2.7
2,356,4.538,4.415474,2.69999999999999
2,361,4,3.892,2.7
2,383,8.469,8.240337,2.70000000000001
2,398,6,5.838,2.7
2,399,6.301,6.130873,2.7
2,400,8.18,7.95914,2.7
2,413,5.9,5.7407,2.7
2,416,4,3.892,2.7
2,419,7.74,7.53102,2.7
2,464,8.301,8.076873,2.70000000000001
3,8,4.523,4.400879,2.7
3,20,5.4,5.2542,2.70000000000001
3,22,5,4.865,2.7
3,36,7.398,7.198254,2.7
3,62,7.788,7.577724,2.7
3,87,7.355,7.156415,2.70000000000001
3,89,7,6.811,2.7
3,98,7.188,6.993924,2.7
3,104,7,6.811,2.7
3,143,8.31,8.08563,2.7
3,154,9.046,8.801758,2.7
3,159,5.638,5.485774,2.7
3,177,6.848,6.663104,2.7
3,185,5.886,5.727078,2.70000000000001
3,189,8.721,8.485533,2.7
3,199,8.108,7.889084,2.7
3,220,7.222,7.027006,2.7
3,221,6.824,6.639752,2.7
3,233,6.69,6.50937,2.7
3,275,7.252,7.056196,2.7
3,280,7.284,7.087332,2.7
3,282,7.066,6.875218,2.70000000000001
3,291,5.569,5.418637,2.70000000000001
3,301,5.658,5.505234,2.7
3,314,4.721,4.593533,2.7
3,315,4.612,4.487476,2.7
3,321,6,5.838,2.7
3,324,8.3,8.0759,2.7
3,329,7.921,7.707133,2.70000000000001
3,333,8.099,7.880327,2.7
3,341,7.469,7.267337,2.7
3,351,4.512,4.390176,2.7
3,358,4,3.892,2.7
3,363,5,4.865,2.7
3,364,8.481,8.252013,2.7
3,378,4,3.892,2.7
3,391,5,4.865,2.7
3,403,8.57,8.33861,2.70000000000001
3,412,5,4.865,2.7
3,420,5,4.865,2.7
3,430,8.56,8.32888,2.70000000000001
3,443,6.409,6.235957,2.7
3,449,5.863,5.704699,2.7
3,452,6.237,6.068601,2.7
3,453,7.227,7.031871,2.70000000000001
3,465,5.275,5.132575,2.7
3,469,9,8.757,2.7
3,475,5,4.865,2.7
4,3,4.523,4.400879,2.7
4,9,5.237,5.095601,2.7
4,18,5.553,5.403069,2.70000000000001
4,23,6,5.838,2.7
4,24,5,4.865,2.7
4,27,8.33,8.10509,2.69999999999999
4,37,6.783,6.599859,2.7
4,40,8.337,8.111901,2.7
4,41,8.409,8.181957,2.7
4,45,9.222,8.973006,2.7
4,68,8.328,8.103144,2.70000000000001
4,77,7.333,7.135009,2.7
4,91,7.195,7.000735,2.70000000000001
4,109,7,6.811,2.7
4,113,7,6.811,2.7
4,121,5,4.865,2.7
4,122,5,4.865,2.7
4,133,6.764,6.581372,2.7
4,152,7.631,7.424963,2.7
4,172,9.046,8.801758,2.7
4,180,8.921,8.680133,2.7
4,203,8.77,8.53321,2.70000000000001
4,217,8.104,7.885192,2.7
4,218,7.921,7.707133,2.70000000000001
4,248,5.607,5.455611,2.7
4,251,7.174,6.980302,2.70000000000001
4,253,7.495,7.292635,2.7
4,257,7.77,7.56021,2.7
4,288,5.854,5.695942,2.70000000000001
4,306,5.658,5.505234,2.7
4,317,5,4.865,2.7
4,332,8.283,8.059359,2.70000000000001
4,346,6.743,6.560939,2.7
4,359,4.523,4.400879,2.7
4,366,7.9,7.6867,2.7
4,373,9,8.757,2.7
4,388,6.5,6.3245,2.70000000000001
4,389,6.415,6.241795,2.7
4,414,4.793,4.663589,2.7
4,415,4.3,4.1839,2.70000000000001
4,418,5,4.865,2.7
4,427,5.399,5.253227,2.7
4,431,9.444,9.189012,2.70000000000001
4,437,5.456,5.308688,2.70000000000001
4,448,7.58,7.37534,2.70000000000001
4,455,5.48,5.33204,2.70000000000001
4,466,9.638,9.377774,2.69999999999999
4,471,9.377,9.123821,2.69999999999999
5,17,4.585,4.461205,2.70000000000001
5,19,7.274,7.077602,2.7
5,31,5.97,5.80881,2.70000000000001
5,55,7.827,7.615671,2.7
5,65,7.86,7.64778,2.7
5,76,7.057,6.866461,2.7
5,88,7,6.811,2.7
5,97,7.062,6.871326,2.70000000000001
5,124,4.1,3.9893,2.7
5,136,8.921,8.680133,2.7
5,137,9.824,9.558752,2.7
5,144,8.466,8.237418,2.69999999999999
5,149,8.444,8.216012,2.7
5,151,8.149,7.928977,2.7
5,156,10.222,9.946006,2.70000000000001
5,166,8.699,8.464127,2.7
5,181,8.796,8.558508,2.7
5,184,8.865,8.625645,2.7
5,188,7.721,7.512533,2.70000000000001
5,191,8.092,7.873516,2.7
5,196,8.699,8.464127,2.7
5,223,8.13,7.91049,2.70000000000001
5,231,8.23,8.00779,2.70000000000001
5,234,6.48,6.30504,2.70000000000001
5,258,8.137,7.917301,2.7
5,263,6.886,6.700078,2.70000000000001
5,295,5.244,5.102412,2.70000000000001
5,298,5.229,5.087817,2.7
5,316,5,4.865,2.7
5,342,7.303,7.105819,2.70000000000001
5,344,6.561,6.383853,2.7
5,354,4.93,4.79689,2.70000000000001
5,372,6.73,6.54829,2.7
5,376,6.394,6.221362,2.7
5,384,5.63,5.47799,2.7
5,387,5,4.865,2.7
5,392,6.24,6.07152,2.7
5,395,10.29,10.01217,2.7
5,409,6.78,6.59694,2.7
5,432,5.509,5.360257,2.70000000000001
5,433,6.102,5.937246,2.7
5,434,5.77,5.61421,2.70000000000001
5,447,9.77,9.50621,2.7
5,456,6.426,6.252498,2.7
5,457,8.137,7.917301,2.7
5,462,6.554,6.377042,2.7
5,463,6.126,5.960598,2.7
5,477,9.377,9.123821,2.69999999999999
6,10,4.523,4.400879,2.7
6,34,7.132,6.939436,2.7
6,44,8.699,8.464127,2.7
6,52,7.226,7.030898,2.7
6,93,7,6.811,2.7
6,96,7.258,7.062034,2.7
6,105,7.34,7.14182,2.7
6,116,8.051,7.833623,2.7
6,118,7.316,7.118468,2.7
6,119,7.009,6.819757,2.7
6,134,8.699,8.464127,2.7
6,135,8.585,8.353205,2.7
6,146,8.699,8.464127,2.7
6,147,8.699,8.464127,2.7
6,148,8.796,8.558508,2.7
6,163,8.801,8.563373,2.7
6,169,5,4.865,2.7
6,182,8.721,8.485533,2.7
6,186,6.682,6.501586,2.7
6,192,8.569,8.337637,2.7
6,207,4,3.892,2.7
6,214,4.523,4.400879,2.7
6,215,4.523,4.400879,2.7
6,228,6.27,6.10071,2.7
6,235,6.33,6.15909,2.7
6,262,6.174,6.007302,2.7
6,264,7.569,7.364637,2.7
6,276,6.854,6.668942,2.70000000000001
6,278,7.208,7.013384,2.7
6,284,7.481,7.279013,2.7
6,290,5.678,5.524694,2.7
6,292,4.703,4.576019,2.7
6,302,5.721,5.566533,2.70000000000001
6,312,5.485,5.336905,2.70000000000001
6,319,6,5.838,2.7
6,322,5,4.865,2.7
6,326,9.34,9.08782,2.70000000000001
6,330,7.716,7.507668,2.70000000000001
6,348,6.263,6.093899,2.70000000000001
6,355,5.125,4.986625,2.7
6,368,4.45,4.32985,2.69999999999999
6,379,6.507,6.331311,2.7
6,385,5.45,5.30285,2.7
6,396,5,4.865,2.7
6,401,4.78,4.65094,2.7
6,411,5,4.865,2.7
6,440,5.553,5.403069,2.70000000000001
6,476,5.7,5.5461,2.7
7,14,4.523,4.400879,2.7
7,21,10.5,10.2165,2.7
7,25,5.1,4.9623,2.69999999999999
7,32,5.455,5.307715,2.7
7,42,8.301,8.076873,2.70000000000001
7,43,8.456,8.227688,2.70000000000001
7,47,9,8.757,2.7
7,53,8.62,8.38726,2.7
7,61,7.821,7.609833,2.70000000000001
7,66,7.745,7.535885,2.70000000000001
7,70,7.023,6.833379,2.7
7,72,7.297,7.099981,2.7
7,73,7.207,7.012411,2.70000000000001
7,81,7.228,7.032844,2.7
7,85,7,6.811,2.7
7,90,7.156,6.962788,2.7
7,106,7.296,7.099008,2.7
7,108,7,6.811,2.7
7,115,7.807,7.596211,2.7
7,125,5,4.865,2.7
7,126,5,4.865,2.7
7,127,5,4.865,2.7
7,132,9.481,9.225013,2.70000000000001
7,140,8.62,8.38726,2.7
7,142,7.839,7.627347,2.7
7,174,8.796,8.558508,2.7
7,175,8.137,7.917301,2.7
7,202,8.602,8.369746,2.70000000000001
7,209,4.523,4.400879,2.7
7,227,6.39,6.21747,2.7
7,241,4.5,4.3785,2.7
7,243,5,4.865,2.7
7,255,7.78,7.56994,2.7
7,272,7.444,7.243012,2.70000000000001
7,308,4.3,4.1839,2.70000000000001
7,352,5.651,5.498423,2.7
7,381,4.6,4.4758,2.7
7,382,4,3.892,2.7
7,390,5,4.865,2.7
7,393,6.6,6.4218,2.70000000000001
7,410,5,4.865,2.7
7,421,5,4.865,2.7
7,422,7.62,7.41426,2.70000000000001
7,429,5.432,5.285336,2.70000000000001
7,442,7.745,7.535885,2.70000000000001
7,460,7.148,6.955004,2.7
7,470,8.845,8.606185,2.70000000000001
7,474,6.62,6.44126,2.70000000000001
8,4,4.523,4.400879,2.7
8,16,9.301,9.049873,2.7
8,29,6,5.838,2.7
8,54,7.325,7.127225,2.7
8,59,7.907,7.693511,2.7
8,71,7.315,7.117495,2.70000000000001
8,78,7.656,7.449288,2.70000000000001
8,86,7,6.811,2.7
8,129,6.22,6.05206,2.7
8,130,9.555,9.297015,2.7
8,131,6,5.838,2.7
8,138,5.6,5.4488,2.7
8,150,8.638,8.404774,2.7
8,167,5,4.865,2.7
8,178,5.201,5.060573,2.7
8,194,8.102,7.883246,2.70000000000001
8,206,4,3.892,2.7
8,208,4.523,4.400879,2.7
8,210,4.523,4.400879,2.7
8,213,4.523,4.400879,2.7
8,216,4.523,4.400879,2.7
8,224,7.33,7.13209,2.7
8,225,8.53,8.29969,2.69999999999999
8,240,4.5,4.3785,2.7
8,250,7.097,6.905381,2.7
8,266,6.509,6.333257,2.7
8,267,6.721,6.539533,2.70000000000001
8,269,6.357,6.185361,2.7
8,279,7.194,6.999762,2.7
8,313,7.081,6.889813,2.7
8,325,6.9,6.7137,2.7
8,334,8.129,7.909517,2.7
8,340,5,4.865,2.7
8,347,6.208,6.040384,2.7
8,357,6.545,6.368285,2.7
8,362,5.978,5.816594,2.70000000000001
8,365,5.974,5.812702,2.70000000000001
8,367,5.303,5.159819,2.7
8,374,4,3.892,2.7
8,402,8.951,8.709323,2.70000000000001
8,406,5,4.865,2.7
8,408,7.1,6.9083,2.7
8,417,6,5.838,2.7
8,425,8.921,8.680133,2.7
8,445,5,4.865,2.7
8,446,6.625,6.446125,2.70000000000001
8,459,9.174,8.926302,2.7
8,473,6.8,6.6164,2.7
9,13,5.108,4.970084,2.69999999999999
9,26,6,5.838,2.7
9,30,5,4.865,2.7
9,69,7.394,7.194362,2.7
9,75,7,6.811,2.7
9,95,7.215,7.020195,2.70000000000001
9,110,7,6.811,2.7
9,128,7.7,7.4921,2.70000000000001
9,141,8.152,7.931896,2.7
9,157,5,4.865,2.7
9,170,8.416,8.188768,2.70000000000001
9,171,6,5.838,2.7
9,173,6.701,6.520073,2.70000000000001
9,197,8.051,7.833623,2.7
9,200,8.276,8.052548,2.7
9,201,8.745,8.508885,2.7
9,204,8.523,8.292879,2.70000000000001
9,212,4.523,4.400879,2.7
9,232,6.66,6.48018,2.7
9,239,4.73,4.60229,2.70000000000001
9,246,6.167,6.000491,2.70000000000001
9,252,7.538,7.334474,2.7
9,265,6.569,6.391637,2.7
9,268,6.301,6.130873,2.7
9,270,6.585,6.407205,2.70000000000001
9,271,7.194,6.999762,2.7
9,274,7.276,7.079548,2.7
9,277,6.347,6.175631,2.7
9,281,7.495,7.292635,2.7
9,293,5.553,5.403069,2.70000000000001
9,294,4.936,4.802728,2.7
9,299,4.801,4.671373,2.7
9,327,8.801,8.563373,2.7
9,338,6.818,6.633914,2.7
9,345,5.319,5.175387,2.7
9,349,4,3.892,2.7
9,353,4.25,4.13525,2.7
9,371,9,8.757,2.7
9,377,4,3.892,2.7
9,380,8.55,8.31915,2.7
9,404,5,4.865,2.7
9,405,7.83,7.61859,2.7
9,407,7.86,7.64778,2.7
9,435,5.796,5.639508,2.7
9,436,5,4.865,2.7
9,454,8.724,8.488452,2.7
9,461,6.613,6.434449,2.70000000000001
10,1,4,3.892,2.7
10,2,5,4.865,2.7
10,5,4.523,4.400879,2.7
10,15,6,5.838,2.7
10,33,5,4.865,2.7
10,38,7.889,7.675997,2.70000000000001
10,46,8.167,7.946491,2.7
10,49,7.141,6.948193,2.7
10,63,7.74,7.53102,2.7
10,67,7.726,7.517398,2.7
10,83,7.383,7.183659,2.70000000000001
10,84,7,6.811,2.7
10,100,7,6.811,2.7
10,103,7.573,7.368529,2.7
10,107,7.003,6.813919,2.7
10,111,7,6.811,2.7
10,123,5.8,5.6434,2.7
10,139,5,4.865,2.7
10,145,9.155,8.907815,2.7
10,158,5.717,5.562641,2.70000000000001
10,161,8.553,8.322069,2.7
10,165,5.28,5.13744,2.70000000000001
10,179,8.06,7.84238,2.7
10,195,8.319,8.094387,2.7
10,211,4.523,4.400879,2.7
10,230,8.839,8.600347,2.69999999999999
10,236,5,4.865,2.7
10,245,6.193,6.025789,2.7
10,289,6.097,5.932381,2.7
10,304,4.866,4.734618,2.70000000000001
10,310,4.4,4.2812,2.70000000000001
10,311,4,3.892,2.7
10,318,6.6,6.4218,2.70000000000001
10,320,5.761,5.605453,2.70000000000001
10,331,5,4.865,2.7
10,336,8.712,8.476776,2.70000000000001
10,360,4,3.892,2.7
10,369,4.25,4.13525,2.7
10,370,6,5.838,2.7
10,375,8.87,8.63051,2.7
10,386,4.93,4.79689,2.70000000000001
10,394,7.92,7.70616,2.7
10,423,8.851,8.612023,2.7
10,428,5.5,5.3515,2.70000000000001
10,439,5.854,5.695942,2.70000000000001
10,444,8.553,8.322069,2.7
10,467,7.886,7.673078,2.7
1,2,4.886,4.754078,2.70000000000001
1,12,6.328,6.157144,2.70000000000001
1,16,6.469,6.294337,2.7
1,22,6.137,5.971301,2.7
1,30,6.62,6.44126,2.70000000000001
1,40,7.161,6.967653,2.7
1,45,5.629,5.477017,2.70000000000001
1,51,8.824,8.585752,2.70000000000001
1,71,9.119,8.872787,2.70000000000001
1,78,8.854,8.614942,2.7
1,81,7.824,7.612752,2.7
1,92,9.046,8.801758,2.7
1,95,9.223,8.973979,2.70000000000001
1,101,9.399,9.145227,2.70000000000001
1,105,5.921,5.761133,2.7
1,125,9.699,9.437127,2.7
1,139,5.301,5.157873,2.7
1,155,9.9,9.6327,2.70000000000001
1,192,7.721,7.512533,2.70000000000001
1,197,8.524,8.293852,2.7
1,207,8.523,8.292879,2.70000000000001
1,210,7.854,7.641942,2.7
1,220,8.824,8.585752,2.70000000000001
1,230,7.456,7.254688,2.70000000000001
1,247,9.796,9.531508,2.70000000000001
1,248,7.854,7.641942,2.7
1,249,9.745,9.481885,2.70000000000001
