"fold","id","truth","response","precision_error"
10,331,5,4.935,1.30000000000001
10,336,8.712,8.598744,1.3
10,360,4,3.948,1.3
10,369,4.25,4.19475,1.3
10,370,6,5.922,1.3
10,375,8.87,8.75469,1.30000000000001
10,386,4.93,4.86591,1.3
10,394,7.92,7.81704,1.3
10,423,8.851,8.735937,1.29999999999999
10,428,5.5,5.4285,1.30000000000001
10,439,5.854,5.777898,1.29999999999999
10,444,8.553,8.441811,1.29999999999999
10,467,7.886,7.783482,1.3
1,2,4.886,4.822482,1.3
1,12,6.328,6.245736,1.30000000000001
1,16,6.469,6.384903,1.3
1,22,6.137,6.057219,1.29999999999999
1,30,6.62,6.53394,1.3
1,40,7.161,7.067907,1.3
1,45,5.629,5.555823,1.3
1,51,8.824,8.709288,1.30000000000001
1,71,9.119,9.000453,1.29999999999999
1,78,8.854,8.738898,1.3
1,81,7.824,7.722288,1.3
1,92,9.046,8.928402,1.30000000000001
1,95,9.223,9.103101,1.3
1,101,9.399,9.276813,1.3
1,105,5.921,5.844027,1.3
1,125,9.699,9.572913,1.3
1,139,5.301,5.232087,1.3
1,155,9.9,9.7713,1.3
1,192,7.721,7.620627,1.3
1,197,8.524,8.413188,1.29999999999999
1,207,8.523,8.412201,1.3
1,210,7.854,7.751898,1.3
1,220,8.824,8.709288,1.30000000000001
1,230,7.456,7.359072,1.3
1,247,9.796,9.668652,1.3
1,248,7.854,7.751898,1.3
1,249,9.745,9.618315,1.3
1,272,5.33,5.26071,1.29999999999999
1,277,6.125,6.045375,1.3
1,284,9.051,8.933337,1.3
1,287,5.7,5.6259,1.30000000000001
1,300,8.959,8.842533,1.3
1,307,8.678,8.565186,1.3
1,316,8.854,8.738898,1.3
1,332,9.3,9.1791,1.30000000000001
1,357,9.3,9.1791,1.30000000000001
1,362,9.801,9.673587,1.30000000000001
1,364,9.5,9.3765,1.3
1,365,7.959,7.855533,1.3
1,391,5,4.935,1.30000000000001
1,392,5,4.935,1.30000000000001
1,409,5.683,5.609121,1.3
1,431,7.7,7.5999,1.3
1,439,7.6,7.5012,1.3
1,444,7,6.909,1.3
1,455,6.679,6.592173,1.30000000000001
1,465,9.481,9.357747,1.3
1,475,7,6.909,1.3
1,478,6.772,6.683964,1.3
1,493,7.187,7.093569,1.3
1,504,5,4.935,1.30000000000001
1,520,7.854,7.751898,1.3
1,521,7.174,7.080738,1.3
1,532,8.5,8.3895,1.3
1,555,5.742,5.667354,1.30000000000001
1,573,5,4.935,1.30000000000001
1,584,6.979,6.888273,1.3
1,597,5,4.935,1.30000000000001
1,611,6.6,6.5142,1.3
1,618,4.4,4.3428,1.3
1,623,8.276,8.168412,1.3
1,624,5,4.935,1.30000000000001
1,647,9,8.883,1.30000000000001
1,660,6.357,6.274359,1.3
1,662,6.86,6.77082,1.3
1,681,6,5.922,1.3
1,691,6.6,6.5142,1.3
1,703,7.77,7.66899,1.30000000000001
1,704,8.071,7.966077,1.3
1,712,8.398,8.288826,1.29999999999999
1,720,7.959,7.855533,1.3
1,722,8,7.896,1.3
1,727,8.77,8.65599,1.3
1,731,9.427,9.304449,1.3
1,755,8.432,8.322384,1.30000000000001
1,781,7.921,7.818027,1.30000000000001
1,789,8.209,8.102283,1.3
1,807,9.503,9.379461,1.30000000000001
1,816,6.201,6.120387,1.30000000000001
1,824,7.523,7.425201,1.3
1,836,6.6,6.5142,1.3
1,857,5.495,5.423565,1.3
1,867,6.658,6.571446,1.30000000000001
1,868,7.921,7.818027,1.30000000000001
1,871,7.745,7.644315,1.3
1,886,8.119,8.013453,1.3
1,889,8.009,7.904883,1.30000000000001
1,890,8.412,8.302644,1.3
1,891,8.959,8.842533,1.3
1,898,9.1,8.9817,1.3
1,904,6.602,6.516174,1.3
1,910,9.126,9.007362,1.30000000000001
1,913,7.604,7.505148,1.3
1,916,5.894,5.817378,1.30000000000001
1,934,8.824,8.709288,1.30000000000001
1,959,9.1,8.9817,1.3
1,988,9.4,9.2778,1.29999999999999
1,997,6.6,6.5142,1.3
1,1000,6,5.922,1.3
1,1001,9.5,9.3765,1.3
1,1007,9.5,9.3765,1.3
1,1012,9,8.883,1.30000000000001
1,1017,8.801,8.686587,1.30000000000001
1,1020,8.3,8.1921,1.30000000000001
1,1024,9.5,9.3765,1.3
1,1028,9.4,9.2778,1.29999999999999
1,1030,9.3,9.1791,1.30000000000001
1,1032,9.699,9.572913,1.3
1,1034,9.2,9.0804,1.3
1,1037,7.886,7.783482,1.3
1,1047,9,8.883,1.30000000000001
1,1050,7.886,7.783482,1.3
1,1052,6.66,6.57342,1.29999999999999
1,1074,9.5,9.3765,1.3
1,1081,5,4.935,1.30000000000001
1,1092,6.862,6.772794,1.3
1,1112,10,9.87,1.30000000000001
1,1135,5.656,5.582472,1.30000000000001
1,1150,8.076,7.971012,1.30000000000001
1,1169,7.886,7.783482,1.3
1,1183,6.886,6.796482,1.3
1,1187,7.201,7.107387,1.30000000000001
1,1191,8.328,8.219736,1.3
1,1200,7.585,7.486395,1.3
1,1213,8.2,8.0934,1.3
2,15,7.081,6.988947,1.3
2,21,6.481,6.396747,1.30000000000001
2,24,8.42,8.31054,1.3
2,25,8.097,7.991739,1.30000000000001
2,36,6.638,6.551706,1.29999999999999
2,38,5.959,5.881533,1.30000000000001
2,59,9.42,9.29754,1.3
2,67,8.097,7.991739,1.30000000000001
2,80,9.097,8.978739,1.3
2,93,8.745,8.631315,1.3
2,109,9.9,9.7713,1.3
2,140,5.559,5.486733,1.3
2,145,8.357,8.248359,1.30000000000001
2,151,9.4,9.2778,1.29999999999999
2,158,6,5.922,1.3
2,165,9.9,9.7713,1.3
2,170,5.721,5.646627,1.30000000000001
2,179,8.699,8.585913,1.3
2,189,6.086,6.006882,1.3
2,199,9.023,8.905701,1.30000000000001
2,226,9.377,9.255099,1.29999999999999
2,238,8.208,8.101296,1.30000000000001
2,239,8.523,8.412201,1.3
2,243,9.398,9.275826,1.29999999999999
2,250,8.293,8.185191,1.3
2,255,7.824,7.722288,1.3
2,262,7.699,7.598913,1.3
2,281,5.898,5.821326,1.29999999999999
2,283,5.9,5.8233,1.3
2,292,7.585,7.486395,1.3
2,302,9.699,9.572913,1.3
2,309,7.796,7.694652,1.3
2,323,8.553,8.441811,1.29999999999999
2,327,8.161,8.054907,1.29999999999999
2,330,9.6,9.4752,1.3
2,344,9.2,9.0804,1.3
2,350,9.5,9.3765,1.3
2,360,9.6,9.4752,1.3
2,374,5.301,5.232087,1.3
2,388,8.187,8.080569,1.30000000000001
2,405,8.8,8.6856,1.3
2,420,7.036,6.944532,1.3
2,424,5,4.935,1.30000000000001
2,440,7.9,7.7973,1.30000000000001
2,458,9,8.883,1.30000000000001
2,471,5.281,5.212347,1.30000000000001
2,477,5.699,5.624913,1.30000000000001
2,482,9.292,9.171204,1.3
2,496,7.886,7.783482,1.3
2,511,5,4.935,1.30000000000001
2,512,9.081,8.962947,1.3
2,515,5,4.935,1.30000000000001
2,525,5,4.935,1.30000000000001
2,526,6.2,6.1194,1.30000000000001
2,540,8.8,8.6856,1.3
2,542,9.4,9.2778,1.29999999999999
2,547,8.7,8.5869,1.29999999999999
2,562,5.032,4.966584,1.3
2,568,5,4.935,1.30000000000001
2,577,6.585,6.499395,1.3
2,600,5,4.935,1.30000000000001
2,601,6.772,6.683964,1.3
2,616,7,6.909,1.3
2,619,9.174,9.054738,1.30000000000001
2,627,8.409,8.299683,1.30000000000001
2,632,7.796,7.694652,1.3
2,633,6.951,6.860637,1.3
2,639,8.26,8.15262,1.30000000000001
2,641,6.553,6.467811,1.3
2,666,6.268,6.186516,1.29999999999999
2,684,5,4.935,1.30000000000001
2,686,6,5.922,1.3
2,690,5.4,5.3298,1.3
2,707,9.056,8.938272,1.3
2,708,8.252,8.144724,1.30000000000001
2,738,8.66,8.54742,1.29999999999999
2,784,8.444,8.334228,1.29999999999999
2,792,8.638,8.525706,1.3
2,796,6.5,6.4155,1.3
2,800,7.523,7.425201,1.3
2,809,7.361,7.265307,1.3
2,860,6.845,6.756015,1.3
2,862,6.796,6.707652,1.3
2,880,9.347,9.225489,1.3
2,884,9.523,9.399201,1.3
2,896,8.563,8.451681,1.3
2,901,8.108,8.002596,1.3
2,902,6.201,6.120387,1.30000000000001
2,906,6.6,6.5142,1.3
2,915,5,4.935,1.30000000000001
2,920,8.337,8.228619,1.3
2,921,7.62,7.52094,1.3
2,924,6.4,6.3168,1.3
2,945,8.2,8.0934,1.3
2,952,8,7.896,1.3
2,965,8.5,8.3895,1.3
2,972,8.4,8.2908,1.29999999999999
2,976,8.3,8.1921,1.30000000000001
2,977,9.699,9.572913,1.3
2,980,6.301,6.219087,1.3
2,992,5.9,5.8233,1.3
2,1003,9.699,9.572913,1.3
2,1019,6.7,6.6129,1.30000000000001
2,1029,8.801,8.686587,1.30000000000001
2,1049,9.5,9.3765,1.3
2,1054,5,4.935,1.30000000000001
2,1067,6.6,6.5142,1.3
2,1083,6.5,6.4155,1.3
2,1094,5,4.935,1.30000000000001
2,1095,5.644,5.570628,1.3
2,1114,7.427,7.330449,1.3
2,1144,6.602,6.516174,1.3
2,1146,8.066,7.961142,1.3
2,1148,8.42,8.31054,1.3
2,1155,7.377,7.281099,1.30000000000001
2,1166,6.469,6.384903,1.3
2,1174,4,3.948,1.3
2,1186,7.398,7.301826,1.30000000000001
2,1197,9.174,9.054738,1.30000000000001
2,1215,8.727,8.613549,1.29999999999999
2,1222,8,7.896,1.3
2,1235,6,5.922,1.3
2,1236,7.921,7.818027,1.30000000000001
2,1245,6.301,6.219087,1.3
2,1249,6.7,6.6129,1.30000000000001
3,33,5.924,5.846988,1.3
3,60,9.337,9.215619,1.29999999999999
3,63,9.509,9.385383,1.29999999999999
3,64,9.42,9.29754,1.3
3,75,8.547,8.435889,1.29999999999999
3,79,6.3,6.2181,1.3
3,87,8.812,8.697444,1.3
3,100,9.465,9.341955,1.29999999999999
3,106,9.9,9.7713,1.3
3,110,9.5,9.3765,1.3
3,118,9.9,9.7713,1.3
3,119,9.786,9.658782,1.30000000000001
3,129,10,9.87,1.30000000000001
3,130,8.347,8.238489,1.3
3,131,5.885,5.808495,1.3
3,144,5.301,5.232087,1.3
3,148,8.3,8.1921,1.30000000000001
3,154,8.6,8.4882,1.30000000000001
3,160,7.4,7.3038,1.30000000000001
3,181,6.951,6.860637,1.3
3,182,7.469,7.371903,1.3
3,202,6.746,6.658302,1.30000000000001
3,203,7.745,7.644315,1.3
3,206,9.523,9.399201,1.3
3,232,4.347,4.290489,1.30000000000001
3,244,7.658,7.558446,1.3
3,245,8.824,8.709288,1.30000000000001
3,268,4.73,4.66851,1.3
3,274,8.77,8.65599,1.3
3,278,5.302,5.233074,1.30000000000001
3,291,8.041,7.936467,1.3
3,293,8.377,8.268099,1.29999999999999
3,297,8.592,8.480304,1.3
3,322,9.046,8.928402,1.30000000000001
3,341,9.6,9.4752,1.3
3,342,8.801,8.686587,1.30000000000001
3,355,9.2,9.0804,1.3
3,375,5.301,5.232087,1.3
3,384,8.347,8.238489,1.3
3,411,7.409,7.312683,1.3
3,430,8.1,7.9947,1.3
3,443,6.9,6.8103,1.3
3,457,6.483,6.398721,1.30000000000001
3,462,9.3,9.1791,1.30000000000001
3,463,8.1,7.9947,1.3
3,466,5.901,5.824287,1.3
3,467,5.824,5.748288,1.3
3,479,7.569,7.470603,1.3
3,488,6.6,6.5142,1.3
3,497,8.678,8.565186,1.3
3,501,5.5,5.4285,1.30000000000001
3,524,8,7.896,1.3
3,530,6.1,6.0207,1.3
3,565,5,4.935,1.30000000000001
3,569,5.837,5.761119,1.3
3,578,5.62,5.54694,1.3
3,580,7.456,7.359072,1.3
3,598,9.301,9.180087,1.3
3,614,8.699,8.585913,1.3
3,620,5,4.935,1.30000000000001
3,625,6.7,6.6129,1.30000000000001
3,634,6.233,6.151971,1.3
3,651,7.64,7.54068,1.30000000000001
3,653,8.469,8.358903,1.3
3,659,7.131,7.038297,1.3
3,672,7.149,7.056063,1.3
3,677,9.398,9.275826,1.29999999999999
3,679,7.569,7.470603,1.3
3,692,6.481,6.396747,1.30000000000001
3,696,8.31,8.20197,1.29999999999999
3,718,8.658,8.545446,1.29999999999999
3,723,5.4,5.3298,1.3
3,728,8.194,8.087478,1.3
3,735,8.771,8.656977,1.29999999999999
3,748,9.161,9.041907,1.29999999999999
3,750,7.367,7.271229,1.3
3,762,8.62,8.50794,1.3
3,786,8.633,8.520771,1.29999999999999
3,790,9,8.883,1.30000000000001
3,819,6.398,6.314826,1.29999999999999
3,834,8.4,8.2908,1.29999999999999
3,841,7.6,7.5012,1.3
3,850,8.155,8.048985,1.29999999999999
3,876,6.046,5.967402,1.30000000000001
3,882,7.131,7.038297,1.3
3,887,7.892,7.789404,1.3
3,907,9.377,9.255099,1.29999999999999
3,928,9.222,9.102114,1.29999999999999
3,940,9.022,8.904714,1.3
3,942,6,5.922,1.3
3,943,8.4,8.2908,1.29999999999999
3,944,8.1,7.9947,1.3
3,951,9.3,9.1791,1.30000000000001
3,956,8.4,8.2908,1.29999999999999
3,957,9.699,9.572913,1.3
3,960,8.5,8.3895,1.3
3,961,9,8.883,1.30000000000001
3,962,7.31,7.21497,1.30000000000001
3,979,5.842,5.766054,1.3
3,981,5.699,5.624913,1.30000000000001
3,996,9.699,9.572913,1.3
3,1042,8.409,8.299683,1.30000000000001
3,1043,8.77,8.65599,1.3
3,1060,9.2,9.0804,1.3
3,1070,5.699,5.624913,1.30000000000001
3,1089,6.6,6.5142,1.3
3,1090,6.686,6.599082,1.3
3,1093,5,4.935,1.30000000000001
3,1104,7.108,7.015596,1.3
3,1115,7.456,7.359072,1.3
3,1117,8.585,8.473395,1.30000000000001
3,1121,7.114,7.021518,1.30000000000001
3,1125,5.777,5.701899,1.3
3,1133,7.201,7.107387,1.30000000000001
3,1147,7.509,7.411383,1.30000000000001
3,1156,9.023,8.905701,1.30000000000001
3,1171,6.469,6.384903,1.3
3,1177,6.863,6.773781,1.3
3,1185,7.854,7.751898,1.3
3,1195,7.244,7.149828,1.30000000000001
3,1198,8.232,8.124984,1.3
3,1218,6,5.922,1.3
3,1228,9.5,9.3765,1.3
3,1234,6.9,6.8103,1.3
3,1241,6.292,6.210204,1.3
4,1,6.155,6.074985,1.30000000000001
4,34,5.5,5.4285,1.30000000000001
4,46,7.796,7.694652,1.3
4,50,7.432,7.335384,1.3
4,53,10,9.87,1.30000000000001
4,61,5.7,5.6259,1.30000000000001
4,84,7.366,7.270242,1.3
4,98,8.721,8.607627,1.29999999999999
4,112,9.9,9.7713,1.3
4,121,10.4,10.2648,1.29999999999999
4,122,10,9.87,1.30000000000001
4,127,9.801,9.673587,1.30000000000001
4,146,8.357,8.248359,1.30000000000001
4,149,8.6,8.4882,1.30000000000001
4,168,9.347,9.225489,1.3
4,180,8.252,8.144724,1.30000000000001
4,188,6.987,6.896169,1.3
4,209,8.796,8.681652,1.3
4,211,7.921,7.818027,1.30000000000001
4,214,8.561,8.449707,1.3
4,225,8.276,8.168412,1.3
4,260,8.377,8.268099,1.29999999999999
4,264,7.745,7.644315,1.3
4,265,5.757,5.682159,1.3
4,266,5.34,5.27058,1.3
4,273,6.222,6.141114,1.30000000000001
4,275,4.541,4.481967,1.30000000000001
4,304,8.678,8.565186,1.3
4,314,8.131,8.025297,1.3
4,320,9.35,9.22845,1.30000000000001
4,325,8.153,8.047011,1.29999999999999
4,370,7.678,7.578186,1.3
4,372,9.262,9.141594,1.30000000000001
4,398,7.268,7.173516,1.30000000000001
4,408,5.638,5.564706,1.3
4,412,5.9,5.8233,1.3
4,433,6.774,6.685938,1.3
4,436,9.1,8.9817,1.3
4,449,6.462,6.377994,1.30000000000001
4,470,6.444,6.360228,1.3
4,472,7,6.909,1.3
4,487,7.5,7.4025,1.3
4,502,7.6,7.5012,1.3
4,510,5.627,5.553849,1.3
4,517,9.959,9.829533,1.3
4,527,6.6,6.5142,1.3
4,535,7.2,7.1064,1.3
4,539,8.6,8.4882,1.30000000000001
4,544,8.5,8.3895,1.3
4,551,6.95,6.85965,1.3
4,559,5.9,5.8233,1.3
4,563,6.337,6.254619,1.3
4,602,6.896,6.806352,1.30000000000001
4,603,8.907,8.791209,1.3
4,605,5,4.935,1.30000000000001
4,644,6.762,6.674094,1.3
4,648,8.737,8.623419,1.3
4,658,5,4.935,1.30000000000001
4,664,8.174,8.067738,1.30000000000001
4,671,8.481,8.370747,1.3
4,693,6.4,6.3168,1.3
4,694,6.377,6.294099,1.29999999999999
4,700,8.699,8.585913,1.3
4,709,7.056,6.964272,1.3
4,715,9.347,9.225489,1.3
4,717,9.347,9.225489,1.3
4,721,7.009,6.917883,1.3
4,730,9.187,9.067569,1.30000000000001
4,752,8.367,8.258229,1.30000000000001
4,759,8.854,8.738898,1.3
4,766,6.131,6.051297,1.3
4,769,5.424,5.353488,1.3
4,782,8.077,7.971999,1.3
4,794,9.509,9.385383,1.29999999999999
4,798,5.252,5.183724,1.3
4,803,8.923,8.807001,1.3
4,812,8.824,8.709288,1.30000000000001
4,820,7.301,7.206087,1.3
4,821,6.678,6.591186,1.30000000000001
4,830,9.523,9.399201,1.3
4,835,9.3,9.1791,1.30000000000001
4,837,5.104,5.037648,1.3
4,854,8.745,8.631315,1.3
4,881,6.678,6.591186,1.30000000000001
4,893,8.174,8.067738,1.30000000000001
4,908,9.046,8.928402,1.30000000000001
4,912,6.9,6.8103,1.3
4,918,9.538,9.414006,1.3
4,919,8.337,8.228619,1.3
4,927,6,5.922,1.3
4,930,9.022,8.904714,1.3
4,941,6,5.922,1.3
4,947,8.6,8.4882,1.30000000000001
4,969,7.8,7.6986,1.3
4,971,9.5,9.3765,1.3
4,973,9.4,9.2778,1.29999999999999
4,982,7.9,7.7973,1.30000000000001
4,987,6.45,6.36615,1.3
4,989,5.699,5.624913,1.30000000000001
4,994,8,7.896,1.3
4,995,8.2,8.0934,1.3
4,1004,5.843,5.767041,1.3
4,1008,7.347,7.251489,1.3
4,1039,7.947,7.843689,1.3
4,1051,6.577,6.491499,1.3
4,1055,9.4,9.2778,1.29999999999999
4,1056,9.1,8.9817,1.3
4,1063,8.699,8.585913,1.3
4,1076,7.6,7.5012,1.3
4,1079,9.3,9.1791,1.30000000000001
4,1082,5.842,5.766054,1.3
4,1106,6.42,6.33654,1.29999999999999
4,1109,8.721,8.607627,1.29999999999999
4,1131,7.854,7.751898,1.3
4,1165,7.505,7.407435,1.3
4,1178,6.143,6.063141,1.3
4,1182,5.75,5.67525,1.3
4,1199,6.18,6.09966,1.29999999999999
4,1203,7.509,7.411383,1.30000000000001
4,1209,5.42,5.34954,1.3
4,1212,8.3,8.1921,1.30000000000001
4,1226,8.1,7.9947,1.3
4,1227,7.6,7.5012,1.3
4,1233,8.4,8.2908,1.29999999999999
4,1244,6.4,6.3168,1.3
5,10,6.161,6.080907,1.3
5,18,6.092,6.012804,1.30000000000001
5,23,6.42,6.33654,1.29999999999999
5,35,6.3,6.2181,1.3
5,56,8.137,8.031219,1.3
5,58,9.347,9.225489,1.3
5,66,8.745,8.631315,1.3
5,70,8.824,8.709288,1.30000000000001
5,73,8.87,8.75469,1.30000000000001
5,74,8.839,8.724093,1.30000000000001
5,82,8.219,8.112153,1.3
5,85,9.155,9.035985,1.30000000000001
5,88,8.77,8.65599,1.3
5,90,8.611,8.499057,1.3
5,91,6.155,6.074985,1.30000000000001
5,97,8.611,8.499057,1.3
5,111,9.9,9.7713,1.3
5,114,9.5,9.3765,1.3
5,123,9.801,9.673587,1.30000000000001
5,124,10.699,10.559913,1.3
5,126,9.801,9.673587,1.30000000000001
5,141,5.301,5.232087,1.3
5,163,8.3,8.1921,1.30000000000001
5,164,9,8.883,1.30000000000001
5,166,9,8.883,1.30000000000001
5,172,5.301,5.232087,1.3
5,217,8.469,8.358903,1.3
5,221,8.357,8.248359,1.30000000000001
5,227,7.753,7.652211,1.3
5,246,8.525,8.414175,1.3
5,251,8.377,8.268099,1.29999999999999
5,256,8.072,7.967064,1.3
5,271,8.9,8.7843,1.3
5,298,9.523,9.399201,1.3
5,318,8.215,8.108205,1.3
5,358,9.699,9.572913,1.3
5,367,8.529,8.418123,1.3
5,368,7.538,7.440006,1.3
5,369,9.461,9.338007,1.29999999999999
5,376,5.873,5.796651,1.30000000000001
5,378,5.825,5.749275,1.3
5,381,5,4.935,1.30000000000001
5,387,8.495,8.384565,1.30000000000001
5,390,7.456,7.359072,1.3
5,397,6.3,6.2181,1.3
5,400,5,4.935,1.30000000000001
5,403,6,5.922,1.3
5,404,5,4.935,1.30000000000001
5,410,4.523,4.464201,1.30000000000001
5,414,8.8,8.6856,1.3
5,427,8.699,8.585913,1.3
5,446,8,7.896,1.3
5,447,6.987,6.896169,1.3
5,456,7.5,7.4025,1.3
5,459,7.347,7.251489,1.3
5,491,7,6.909,1.3
5,499,8.032,7.927584,1.30000000000001
5,500,6.7,6.6129,1.30000000000001
5,550,9,8.883,1.30000000000001
5,560,6.745,6.657315,1.30000000000001
5,572,5.896,5.819352,1.30000000000001
5,579,7.509,7.411383,1.30000000000001
5,617,9.456,9.333072,1.3
5,630,9.347,9.225489,1.3
5,638,5.961,5.883507,1.30000000000001
5,642,5.658,5.584446,1.29999999999999
5,646,8.553,8.441811,1.29999999999999
5,650,7.523,7.425201,1.3
5,683,7.5,7.4025,1.3
5,724,6.699,6.611913,1.30000000000001
5,725,8.87,8.75469,1.30000000000001
5,726,8.347,8.238489,1.3
5,733,9.38,9.25806,1.3
5,736,9.046,8.928402,1.30000000000001
5,737,6.2,6.1194,1.30000000000001
5,740,9.167,9.047829,1.3
5,749,7.567,7.468629,1.3
5,753,8.18,8.07366,1.29999999999999
5,756,9,8.883,1.30000000000001
5,777,8.77,8.65599,1.3
5,780,8.886,8.770482,1.3
5,802,4.959,4.894533,1.30000000000001
5,815,8.77,8.65599,1.3
5,818,5.706,5.631822,1.3
5,825,8.6,8.4882,1.30000000000001
5,833,7.3,7.2051,1.3
5,842,9.2,9.0804,1.3
5,856,7,6.909,1.3
5,866,6.351,6.268437,1.30000000000001
5,870,6.7,6.6129,1.30000000000001
5,877,7.886,7.783482,1.3
5,879,9.16,9.04092,1.3
5,892,7.509,7.411383,1.30000000000001
5,897,6.8,6.7116,1.3
5,911,8.032,7.927584,1.30000000000001
5,923,8.295,8.187165,1.3
5,935,9.046,8.928402,1.30000000000001
5,964,10.1,9.9687,1.3
5,968,9.801,9.673587,1.30000000000001
5,985,7.9,7.7973,1.30000000000001
5,993,5.9,5.8233,1.3
5,998,6,5.922,1.3
5,999,6,5.922,1.3
5,1018,6.854,6.764898,1.30000000000001
5,1036,8.9,8.7843,1.3
5,1038,8.638,8.525706,1.3
5,1075,8.801,8.686587,1.30000000000001
5,1077,9.6,9.4752,1.3
5,1091,5.195,5.127465,1.30000000000001
5,1098,6,5.922,1.3
5,1100,9.611,9.486057,1.3
5,1101,7.469,7.371903,1.3
5,1103,9.14,9.02118,1.29999999999999
5,1108,8.745,8.631315,1.3
5,1116,9.097,8.978739,1.3
5,1130,8.699,8.585913,1.3
5,1138,8.357,8.248359,1.30000000000001
5,1154,6.526,6.441162,1.30000000000001
5,1160,7.066,6.974142,1.3
5,1176,8.886,8.770482,1.3
5,1194,7.553,7.454811,1.30000000000001
5,1223,6,5.922,1.3
5,1240,6,5.922,1.3
5,1242,6.2,6.1194,1.30000000000001
5,1250,6.8,6.7116,1.3
6,4,6.615,6.529005,1.30000000000001
6,9,7.276,7.181412,1.3
6,14,6.42,6.33654,1.29999999999999
6,19,6.357,6.274359,1.3
6,43,4.377,4.320099,1.3
6,44,7.509,7.411383,1.30000000000001
6,52,8.921,8.805027,1.3
6,72,7.602,7.503174,1.3
6,76,9.189,9.069543,1.30000000000001
6,113,10,9.87,1.30000000000001
6,128,9.801,9.673587,1.30000000000001
6,132,5.245,5.176815,1.29999999999999
6,137,5.301,5.232087,1.3
6,157,8.9,8.7843,1.3
6,169,5,4.935,1.30000000000001
6,177,7.495,7.397565,1.3
6,178,8.137,8.031219,1.3
6,186,7.086,6.993882,1.3
6,190,7.114,7.021518,1.30000000000001
6,208,8.222,8.115114,1.29999999999999
6,218,8.721,8.607627,1.29999999999999
6,279,6.155,6.074985,1.30000000000001
6,286,7.597,7.498239,1.3
6,295,7.959,7.855533,1.3
6,296,9.274,9.153438,1.3
6,301,8.047,7.942389,1.3
6,311,8.284,8.176308,1.3
6,326,8.056,7.951272,1.3
6,339,9.5,9.3765,1.3
6,343,9.801,9.673587,1.30000000000001
6,356,9.801,9.673587,1.30000000000001
6,366,9.339,9.217593,1.3
6,373,8.959,8.842533,1.3
6,389,8.796,8.681652,1.3
6,402,6,5.922,1.3
6,421,7.357,7.261359,1.30000000000001
6,423,8.7,8.5869,1.29999999999999
6,442,6.7,6.6129,1.30000000000001
6,450,6.9,6.8103,1.3
6,451,6.6,6.5142,1.3
6,452,7.8,7.6986,1.3
6,454,8.6,8.4882,1.30000000000001
6,473,7.4,7.3038,1.30000000000001
6,480,6.602,6.516174,1.3
6,483,9.056,8.938272,1.3
6,486,8.5,8.3895,1.3
6,490,7,6.909,1.3
6,514,10.301,10.167087,1.3
6,516,9.481,9.357747,1.3
6,518,4,3.948,1.3
6,529,6.2,6.1194,1.30000000000001
6,546,8.2,8.0934,1.3
6,549,8,7.896,1.3
6,553,5,4.935,1.30000000000001
6,582,6.215,6.134205,1.3
6,587,7.9,7.7973,1.30000000000001
6,593,5.8,5.7246,1.3
6,607,5,4.935,1.30000000000001
6,608,5,4.935,1.30000000000001
6,610,6.642,6.555654,1.3
6,628,9.398,9.275826,1.29999999999999
6,629,8.456,8.346072,1.3
6,652,7.959,7.855533,1.3
6,661,6.81,6.72147,1.30000000000001
6,675,6.886,6.796482,1.3
6,676,7.553,7.454811,1.30000000000001
6,687,7.4,7.3038,1.30000000000001
6,688,6,5.922,1.3
6,695,7.523,7.425201,1.3
6,706,8.523,8.412201,1.3
6,729,7.62,7.52094,1.3
6,739,8.828,8.713236,1.30000000000001
6,747,5.79,5.71473,1.3
6,754,7.967,7.863429,1.30000000000001
6,764,8.176,8.069712,1.29999999999999
6,771,7.77,7.66899,1.30000000000001
6,772,8.959,8.842533,1.3
6,774,7.959,7.855533,1.3
6,775,8.397,8.287839,1.3
6,776,8.347,8.238489,1.3
6,779,7.921,7.818027,1.30000000000001
6,785,8.032,7.927584,1.30000000000001
6,787,7.921,7.818027,1.30000000000001
6,791,8.354,8.245398,1.29999999999999
6,806,8.585,8.473395,1.30000000000001
6,839,8.186,8.079582,1.3
6,846,8.5,8.3895,1.3
6,852,9,8.883,1.30000000000001
6,855,9,8.883,1.30000000000001
6,861,6.151,6.071037,1.3
6,863,6.127,6.047349,1.3
6,864,5.959,5.881533,1.30000000000001
6,883,8.801,8.686587,1.30000000000001
6,888,9.357,9.235359,1.3
6,909,7.796,7.694652,1.3
6,917,7.538,7.440006,1.3
6,931,7.398,7.301826,1.30000000000001
6,932,7.086,6.993882,1.3
6,939,6.821,6.732327,1.3
6,950,6.13,6.05031,1.3
6,953,6.34,6.25758,1.3
6,955,8.9,8.7843,1.3
6,958,9.013,8.895831,1.30000000000001
6,983,6,5.922,1.3
6,991,8.1,7.9947,1.3
6,1002,9.4,9.2778,1.29999999999999
6,1006,9.6,9.4752,1.3
6,1013,6.921,6.831027,1.30000000000001
6,1025,8.699,8.585913,1.3
6,1026,9,8.883,1.30000000000001
6,1031,9.5,9.3765,1.3
6,1057,10.3,10.1661,1.30000000000001
6,1066,6.8,6.7116,1.3
6,1071,7.402,7.305774,1.3
6,1122,7.367,7.271229,1.3
6,1126,7.06,6.96822,1.3
6,1127,8.125,8.019375,1.3
6,1139,7.268,7.173516,1.30000000000001
6,1151,6.118,6.038466,1.3
