"id","truth","response","precision_error"
749,4.485,6.06452933477979,35.2180453685572
768,5,5.59999940409829,11.9999880819659
780,5,5.40214581631287,8.04291632625741
786,9.046,8.82775806415763,2.41257943668322
788,9.155,8.78325999025406,4.06051348712114
799,8.638,8.38070550223619,2.97863507482994
806,8.357,8.66107828345476,3.63860576109566
810,9.699,8.75625230847287,9.72005043331407
817,6.818,7.68034728212512,12.648097420433
819,8.244,8.46649552250193,2.69887824480748
824,9.301,8.89888574049078,4.32334436629634
838,9,8.30282699210853,7.74636675434971
839,5.187,6.04370590322953,16.5164045349823
857,6.416,6.60169324067066,2.89422133214875
872,5.564,5.83818107999803,4.92776923073389
890,6.31,6.90088136514569,9.36420546982082
893,7.004,6.14818607220801,12.218931007881
4,7.538,7.1411418477271,5.26476720977575
21,6.149,5.92048804274135,3.71624584905926
32,-3.26,7.42775502947257,-327.84524630284
37,5.38,6.06869183754257,12.800963523096
54,9.77,8.56102656164757,12.3743443024814
66,5.959,5.82439931097883,2.25877981240423
76,-4.69,3.70367845200858,-178.969689808285
93,5.296,5.16585530071817,2.45741501665089
95,5,5.16585530071817,3.31710601436338
104,6.031,5.34724127588362,11.3374021574595
116,5.301,5.48248568222342,3.42361219059464
131,5.93,5.87159477785924,0.984910997314635
140,5,5.68464289644721,13.6928579289442
147,6.824,5.72105854448863,16.1626825250787
172,5.687,5.62759941855243,1.04449765161901
180,6.194,7.24655211890427,16.9930920068496
183,6.943,7.35196932290727,5.89038344962224
186,5,5.10214723230757,2.04294464615149
187,5,5.19719219163515,3.94384383270301
191,5.068,6.25345453912526,23.3909735423296
196,5.983,6.22902185731084,4.112014997674
202,5,5.43581334692511,8.7162669385023
210,6.115,6.19647303251149,1.33234722013884
216,5,4.99794759389679,0.0410481220642644
237,7.533,6.83565291467947,9.25722932856142
248,4.633,6.80228223395689,46.8224095393243
259,4.389,4.4820500334847,2.12007367246973
272,6.569,5.7412060215342,12.6015219739047
277,5.79,5.7922411830702,0.038707825046656
284,6.196,6.02523608378552,2.75603480010456
288,8.108,7.25774370156492,10.4866341691549
299,7.208,7.47621969844279,3.72113899060478
309,6.078,6.09887285358437,0.343416478847886
336,7.292,7.62461690889755,4.5613948011184
355,6.428,5.65698117127199,11.9946924195396
357,5,5.46625175974081,9.32503519481623
364,5.208,5.90558016983433,13.3943965021953
365,5.208,5.79270606864117,11.2270750507137
374,4.903,5.72276498036898,16.7196610313885
395,8.699,6.78575601594575,21.9938381889211
397,5.427,5.6988278772922,5.0088055517266
404,6.253,6.8298771212475,9.22560564924831
413,7.697,7.01505890862165,8.85982969180658
414,5.959,6.96500236721202,16.8820669107572
422,7.31,6.81022289352392,6.83689612142376
427,6.75,6.78164872260218,0.468869964476721
431,8.821,8.02595802478423,9.01305946282468
459,7.796,8.23361733062907,5.6133572425483
471,5.921,5.82709537008739,1.58595895815922
477,6.602,7.47921104137246,13.2870500056417
491,5,5.24111439709734,4.82228794194674
493,6.243,6.4002880888252,2.51943118412947
501,6.317,6.15337522718022,2.59022910906721
524,5,5.41052426210303,8.21048524206054
534,5,5.09469056133238,1.89381122664759
555,5.96,6.74345952752166,13.1452940859339
556,6.987,7.16319815704565,2.52179987184264
558,6.222,5.96779712148034,4.08554931725592
581,5.954,6.5121088578095,9.37367917046527
596,7.62,7.69429259968445,0.974968499795948
618,5.535,6.12819913133618,10.7172381451885
620,6.056,5.9395905943674,1.92221607715657
623,7.2,6.69718209935015,6.98358195347018
626,6.062,6.20620590027565,2.37885021899784
631,6.55,5.55105895032447,15.2510083919929
643,5.77,5.66671655697796,1.79000767802492
650,6,5.90103640415906,1.64939326401575
662,5.69,6.22255601170187,9.35950811426838
682,5.84,5.88363636039728,0.747197952008208
684,5.599,6.10929915202817,9.11411237771327
691,6.319,5.3848266622741,14.7835628695348
703,9.046,8.17997193795734,9.57360227772119
716,8.387,7.4962543372125,10.6205516011387
720,6.907,6.37967547841431,7.63463908477912
724,7.48,6.65121285529133,11.0800420415598
735,6.3,5.54327737562193,12.0114702282234
783,5,5.53656066826201,10.7312133652401
784,5,5.7066883223745,14.1337664474901
790,9.155,8.48829855184133,7.28237518469329
793,9.046,8.40211679596038,7.11787755958018
796,9.222,8.86800069693989,3.83863915701701
801,5,5.40693904203681,8.13878084073622
803,8.509,8.26955547969389,2.81401481144804
809,9.222,8.79288478734339,4.65316864732824
825,8.699,8.56396102904381,1.55235051104945
828,8.62,8.43854774749719,2.10501453019497
830,9.155,8.83159741312262,3.53252416032092
848,5.303,6.45115373946806,21.6510228072423
880,5.759,7.13682327924691,23.924696635647
895,6.31,6.86779421825025,8.83984498019411
24,5.432,6.57628788063399,21.0656826331737
27,5.562,5.818748725209,4.6161223518339
34,5.561,5.93069783132519,6.64804587889214
38,7.215,6.00976257684621,16.7046073895189
49,7.658,6.69990858000097,12.5109874640772
59,6,5.74397560730612,4.26707321156474
60,6.4,5.65315569481877,11.6694422684568
70,5.658,5.85198822640984,3.42856533067933
79,7.252,6.84733246942297,5.58008177850294
82,7.432,5.43092155562729,26.9251674431204
87,5.334,5.06974198612673,4.95421848281349
136,8.222,7.68159159784054,6.57271226173018
143,6.851,5.8429910824619,14.7133107216188
145,5.658,6.228329627581,10.0800570445564
154,6.046,5.76669404542404,4.61968168336019
157,5,5.85420463783072,17.0840927566144
160,7.45,7.11146905868256,4.544039480771
167,6.465,6.35387262012647,1.71890765465634
173,7.646,6.31996616088879,17.3428438282921
176,8.404,6.99843409759326,16.7249631414414
188,5,5.05575501678563,1.11510033571252
194,5.131,5.73689197649486,11.8084579320768
198,5,5.09889872959959,1.97797459199181
217,6.13,5.26316652463457,14.1408397286368
218,5,5.56745322505612,11.3490645011225
219,5,5.38333822616669,7.66676452333385
256,7.394,6.78815316922789,8.19376292632009
276,5.553,5.90895956818802,6.41022092901167
278,6.245,5.98107467560172,4.2261861392839
280,6.635,7.46849959874594,12.5621642614309
290,7.328,7.43002646393714,1.39228253189325
292,7.066,7.13754828833682,1.01257130394599
298,8.046,7.47571101440753,7.08785714134314
312,7.066,7.61938652767568,7.83168026713392
313,7.638,7.55474552463907,1.09000360514443
317,7.377,7.07659125880333,4.07223452889623
331,8.56,7.64365729040947,10.704938196151
333,8.131,7.60477358826524,6.47185354488702
356,5,5.29681109329913,5.93622186598262
363,5.526,5.70235357444724,3.19134228098522
371,6.863,7.15170698347627,4.20671693831077
372,7.222,6.33127901291613,12.3334393116016
398,6.119,6.00095983156569,1.92907613064738
400,5,5.61185664716128,12.2371329432256
403,5.62,5.78567194811443,2.94789943264119
428,6.047,8.22980585525502,36.0973351290726
436,5,5.60455216326049,12.0910432652098
439,8.18,7.03455111448329,14.0030426102287
450,8.886,6.6144754996325,25.5629585906764
464,5,5.53702133382092,10.7404266764184
469,5.824,5.79287407525208,0.534442389215619
470,5,5.38440009088799,7.68800181775987
474,5.921,5.86632549443935,0.923399857467453
475,5.24,5.59939264117225,6.85863819031005
476,7.721,6.99843409759326,9.35844971385488
506,7.292,7.4495286097507,2.16029360601623
511,6.623,6.44285369489765,2.72001064626827
541,5,5.12916918976557,2.58338379531141
548,7.796,7.55328613851623,3.11331274350655
551,7.409,7.54756735816752,1.87025722995702
552,7.319,7.92533546146611,8.28440308055892
565,5,5.81303372978229,16.2606745956457
566,7.155,7.70952638576068,7.75019407072925
604,8,7.45293676144178,6.83829048197776
605,5,5.1580891411118,3.16178282223609
608,6.403,6.43227891348338,0.457268678484776
624,6,5.97705953674621,0.382341054229762
629,6,5.78364279195361,3.60595346743987
637,5.755,5.43546644300958,5.55227727177096
648,6.936,6.73644777804667,2.87705048952327
652,6.461,6.89672924541216,6.74399079727847
666,7.585,6.84733246942297,9.72534648091013
689,5.767,5.63609211662106,2.26994769167567
727,6.323,6.35897560986222,0.568964255293703
738,6.408,6.37108948149585,0.576006843073565
740,7.37,6.40593917157608,13.0808796258334
770,5.52,6.49620072861277,17.6847958082024
789,9.222,8.37498785307601,9.18469038087173
791,5,5.24155847660937,4.83116953218737
800,5,5.32152806488197,6.4305612976394
805,8.699,8.37604650987189,3.71253581018633
821,5,5.54506334961339,10.9012669922678
845,5,5.25138506181556,5.02770123631111
856,5.713,6.11559626703047,7.04702025259004
861,5,5.8645661276038,17.2913225520761
867,8.222,8.29795061387182,0.923748648404479
875,5.067,8.08759629122269,59.6131101484644
887,8.456,7.70929908800432,8.8304270576594
888,6.625,7.53308096418475,13.7068824782603
5,6.176,5.96692533891269,3.38527624817544
8,5,5.38596640878272,7.71932817565437
20,6.558,6.39256494433807,2.52264494757442
23,6.886,6.08080448337197,11.6932256263146
63,4.71,5.73621906697148,21.7880905938744
64,6.683,5.88050817345309,12.0079579013454
83,7.09,5.80205751858084,18.1656203303126
89,5,5.12871855819654,2.57437116393081
98,5,5.28181558911857,5.63631178237131
109,5,5.55047799207013,11.0095598414025
132,5.884,5.87979161051647,0.0715225948933658
133,5.724,3.93237693613353,31.3001932890718
146,6.42,6.07051882143905,5.44363206481237
163,5.535,5.68899097766023,2.78213148437637
165,5.33,5.74550898115949,7.79566568779527
177,5,5.14426577266573,2.88531545331457
181,5,6.63152824738247,32.6305649476494
192,5,5.09547269466537,1.90945389330738
197,5,5.20535637479094,4.10712749581887
203,5,5.72255643033063,14.4511286066125
205,5,6.28178911364604,25.6357822729209
211,5,5.25813705606224,5.16274112124474
213,8.404,7.12042993075873,15.2733230514191
221,5,6.46106750441199,29.2213500882397
225,5,5.33594799413215,6.71895988264295
252,7.304,6.73108372567804,7.84387013036639
254,8.455,6.93072907850458,18.0280416498571
268,4,4.40252498807115,10.0631247017788
285,7.921,7.63065682259132,3.66548639576668
293,6.812,7.20995626230608,5.84198858347146
310,7.194,7.43882883490399,3.40323651520702
324,7.921,7.75972208551164,2.03608022330962
326,6.234,6.03165053909617,3.24590088071585
354,7.252,7.00330289077492,3.42935892478048
361,5.959,5.6111721590954,5.83701696433292
379,5.925,6.88545265648557,16.2101714174779
382,8.347,6.88545265648557,17.5098519649507
387,6.599,6.21584493258927,5.8062595455483
394,8.432,7.56484595423837,10.2840849829415
412,5.184,5.63193824039663,8.64078395826835
423,6.523,6.98438992380032,7.07327799785869
424,6.252,6.78026386372398,8.44951797383213
429,4,4.78709924513332,19.6774811283329
434,8.509,6.29559884690054,26.0124709495765
454,8.06,7.14437319672053,11.3601340357254
460,8.276,8.47339590137336,2.38516072224935
461,5,5.51937018752532,10.3874037505063
465,5.699,5.854202364776,2.72332628138263
472,5,5.13322164498901,2.66443289978019
489,5,6.0209896929071,20.419793858142
495,7.149,6.77751547539228,5.19631451402607
514,7.886,7.74380599698171,1.80311949046782
531,5,3.96213207673041,20.7573584653918
536,6.246,7.24353641794585,15.9708040016947
537,8.318,7.87945657479316,5.27222199094544
544,6.306,7.25503902553972,15.0497783942232
546,7.357,7.5610229007765,2.77318065483899
553,6.35,7.06256775458533,11.2215394422887
559,5.108,6.03785647661624,18.2039247575614
567,9.086,7.2163054323814,20.5777522300088
571,6.237,7.06930366878992,13.3446155008806
573,7.638,7.26147595898746,4.92961561943629
578,5.474,5.71174299146939,4.34313100967091
607,5,5.35066541445699,7.0133082891398
634,5.301,6.58655688213045,24.2512145280222
641,5.31,5.83343080093465,9.85745387824197
645,6.37,5.85032938761627,8.15809438592977
655,6.721,6.70042182577965,0.306177268566508
661,5.714,5.66326241728184,0.887952095172492
665,5.914,5.48834487447635,7.19741504098164
672,6.46,5.80024127423594,10.2129833709606
673,7.745,6.49633400273006,16.1222207523556
676,6.801,5.73490733682216,15.6755280573127
678,5.76,5.89270748944206,2.30394946948015
707,5.678,7.863901056389,38.497729066379
711,6.175,6.31907202869659,2.33315026229295
712,7.921,7.24936689615956,8.4791453584199
713,8.155,6.42639559952758,21.1968657323411
744,6.106,6.08806633111884,0.293705680988514
766,6.866,6.03710809282472,12.0724134456055
774,6.55,7.14627732034665,9.10347053964358
776,6.738,6.02080434778377,10.6440435176051
777,9.046,8.49649462782364,6.07456745717839
802,7.42,8.20346301205929,10.5588007016077
813,9.155,8.61372962827719,5.91229242733821
864,6.8,6.60576217713386,2.85643857156095
874,5.221,6.04495350329138,15.7815265905264
879,8.174,7.55584547854413,7.56244826836145
882,7.051,7.31186793669967,3.69972963692619
6,5.301,6.19083816537057,16.7862321330044
9,5.678,5.7171021822205,0.688661187398681
30,5.31,6.03214488801492,13.5997154051773
42,5.959,6.27023669928369,5.22296860687523
46,8.367,6.78660847614541,18.8883891939117
47,4.745,6.42844756330811,35.4783469611824
48,8.409,7.03600065074168,16.3277363450865
62,6.222,8.80224600793766,41.4697204747294
69,5.608,5.59712792308513,0.193867277369278
99,5,5.44762070267998,8.95241405359959
100,5,5.3443150942958,6.88630188591603
120,5.301,5.41762205004794,2.20000094412263
134,5.77,5.94271391526326,2.99330875672889
137,9.237,8.80224600793766,4.70665791991271
152,6.244,6.53636795800564,4.68238241520892
155,5,5.57454090008492,11.4908180016984
159,6.09,5.54363831139374,8.9714562989533
168,6.947,6.28868913107931,9.47618927480486
175,6.812,7.41006784631062,8.77962193644477
193,6,5.58611218438107,6.89813026031554
220,5,5.1474196222484,2.94839244496805
240,5,5.07685046593978,1.53700931879559
244,6.615,6.68388076313282,1.04128137766921
257,4.377,4.47196367107883,2.16960637603
273,7.187,6.76829974014374,5.8258001927961
297,7.056,7.51447199166011,6.49761892942328
300,8.47,7.67680618013493,9.36474403618738
303,6.297,6.95777510082799,10.493490564205
322,7.009,7.46139032786457,6.45442042894237
325,8.62,7.59563259676937,11.8836125664806
328,7.854,7.60514549383488,3.1685065720031
342,6.298,6.47855578705943,2.86687499300463
347,9.027,8.80224600793766,2.48979718690967
353,6.652,7.26380040495378,9.19724000231175
358,5,5.49661492257152,9.93229845143032
360,5,5.38132770920701,7.62655418414026
367,5.921,5.97813962799117,0.965033406369956
375,6.125,7.33931919590379,19.8256195249598
381,6.87,6.926197591934,0.818014438631792
390,6.613,7.50349486428688,13.4658228381504
410,6.854,6.68616342990315,2.44873898594761
411,6.79,6.70841112711677,1.20160342979717
451,7.174,7.49904407215565,4.5308624498976
468,2.58,7.94703526978901,208.024622860039
484,5,5.11715301119801,2.34306022396021
497,6.053,6.50321517991658,7.43788501431647
498,8.444,7.60438587857432,9.94332213910089
517,5,5.29419845878745,5.88396917574894
550,5.508,6.02486440324416,9.38388531670586
569,6.536,6.63188115843234,1.46696998825486
576,7.602,6.06075968944635,20.2741424697928
579,5.261,5.43418623315187,3.29188810400815
582,8.991,7.61593395222442,15.2938054473983
586,6.745,6.64618099985596,1.46507042467072
593,5,5.47907539880381,9.58150797607628
612,5,5.59306075681117,11.8612151362234
615,6.141,5.65879477343177,7.85222645445737
617,7.167,7.06935238480743,1.36246149285015
635,5.6,5.78938714841129,3.38191336448733
640,5.69,5.98829809789965,5.24249732688307
656,6.375,6.82488284270198,7.05698576787421
663,5.523,5.53644956559692,0.243519203275724
681,6.693,6.22993046090596,6.918714165457
686,8.928,8.37459663412491,6.1985144027228
695,5,5.95015776611968,19.0031553223935
697,8.31,7.41802545820222,10.7337489987699
702,6.154,6.18177480933674,0.451329368487767
709,8.056,7.98362132868407,0.898444281478746
717,5,5.22477952177793,4.4955904355586
731,4.991,6.32553295465,26.7387889130435
750,6.742,6.79728682192101,0.820035922886534
752,6.703,6.38405105299229,4.75830146214693
755,5.31,5.381131018164,1.33956719706219
756,6.184,5.65737028408034,8.51600446183156
759,7.476,4.42556229238821,40.8030726004787
765,5,6.41634192964784,28.3268385929569
771,5,6.08108888425576,21.6217776851151
823,9.155,8.73432031977599,4.59508116028409
829,8.328,8.52130726428696,2.3211727219856
833,8.638,8.70285479489286,0.750807998296611
836,9.523,8.69808592712867,8.66233406354435
837,9.222,8.87304577111638,3.78393221517699
840,5,5.57561246724488,11.5122493448975
842,5,5.39746810704068,7.94936214081352
850,5.921,5.94441244429197,0.395413685052752
858,5.659,5.70966971074688,0.895382766334658
870,6.81,6.66831888363905,2.08048629017551
883,7.62,7.07331350792759,7.17436341302373
885,8.694,7.41321891530828,14.7317815124421
894,5.817,5.65750152093982,2.7419370648132
8,6.076,6.85325846160519,12.7922722449833
21,6.108,6.77347660947375,10.8951638748159
51,6,6.47709360846415,7.9515601410691
57,6,8.05389225152398,34.2315375253997
67,5.5,7.04549389744221,28.0998890444038
72,6.932,7.02730469742935,1.37485137664956
74,7.027,7.06686356062334,0.567291313837177
76,7.27,8.46978159826977,16.5031856708359
86,5,5.07902033235219,1.58040664704375
92,8.409,7.94835082816979,5.47804937364981
107,8.37,7.61938379640799,8.96793552678621
112,7.824,7.73795467853099,1.0997612662195
149,7.22,7.56534718638619,4.78320202750962
153,7.728,7.56534718638619,2.10472067305649
157,7.295,7.2525755120561,0.581555694913015
160,6.007,6.30237027286765,4.9171012629873
171,7.161,6.59930824946415,7.84376135366361
181,7.31,6.89813554552325,5.63426066315663
185,6.959,7.56014587370649,8.63839450648787
217,6.428,5.93086986072383,7.7338229507805
225,5.488,5.956212527122,8.53156937175654
229,7.162,7.4866688621448,4.53321505368327
240,8.017,7.34688515700082,8.35867335660697
241,6,6.2414505804091,4.02417634015174
262,9.5,9.58987702297194,0.946073926020387
263,8.801,9.55718783509315,8.59206720933018
267,9.801,9.60587223500005,1.99089649015351
269,9.699,9.65168172254492,0.487867588979052
278,7.95,7.69988550944466,3.1460942208219
290,9.9,9.58945315908389,3.13683677693039
317,9.747,9.06283502035718,7.01923647935593
319,8.372,8.95760137693927,6.99476083300611
331,9.211,8.91079133890124,3.25924070240757
332,8.492,8.82832954837873,3.96054578872733
349,8.441,8.9048315473448,5.49498338283143
351,9.287,8.95101237709215,3.61782731676375
353,8.68,8.95760137693927,3.19817254538331
362,9.173,9.06441702526391,1.18372369711208
371,9.467,9.02116480146224,4.70936092254952
374,10.851,9.07888671802912,16.3313361162186
396,7.066,7.31699869631812,3.55220345765801
398,7.699,7.43186537714326,3.46973143079289
405,7.337,7.45675297692367,1.63217905034306
414,7.301,7.25310273942419,0.656036989122134
417,7.585,7.32237479333684,3.46242856510429
419,7.319,7.37133469318062,0.715052509640979
423,6,5.80575046796977,3.23749220050383
439,5.886,6.57182428586098,11.6517887506113
452,8.208,7.56863655802472,7.78951561860727
454,7.256,7.58225651849526,4.49636877749809
487,7.745,7.93288881049822,2.42593686892474
498,8,7.80688997832248,2.41387527096898
515,8.9,7.39347867207326,16.9272059317611
522,10.5,8.90610313006126,15.1799701898928
527,8.036,7.81043120094001,2.80697858461911
529,6.98,7.88944465202353,13.0292930089331
542,8.43,8.01889974731571,4.87663407691925
547,4.301,6.26949856788916,45.7683926502944
548,7.51,7.19767517738042,4.15878592036719
568,4.301,5.62599578446157,30.8066911058259
580,7.46,6.81700280349911,8.61926536864459
583,5.3,5.93601720254385,12.000324576299
592,6.7,6.48941971588652,3.14298931512659
595,5.3,7.16597925847381,35.2071558202605
623,9.066,7.76675705548246,14.3309391629995
625,8.167,8.74029475501791,7.01964925943321
626,8.523,7.84581362723823,7.94539918763077
631,7.161,7.32658586256439,2.31232876084894
641,7.569,7.39431256949254,2.30793275871918
644,4.301,5.89018658290883,36.949234664237
654,4.301,6.46991251018397,50.4280983534985
660,4.301,6.18559078532047,43.8175025649958
665,7,7.36487963757014,5.21256625100205
670,8.658,7.90710809034409,8.67281022933594
671,9,7.99580524052549,11.1577195497168
685,4.301,6.44957966980682,49.9553515416605
709,7.824,7.69580310302187,1.63850839695974
710,7.721,7.80924667743873,1.14294362697492
721,7.959,7.3630862762909,7.48729392774347
747,6.081,6.75699664910551,11.116537561347
748,5.748,6.58535894337732,14.5678313044071
761,9.1,8.81512754727526,3.13046651345871
766,9.4,8.6928333944281,7.52304899544574
767,8.5,8.68991136705792,2.23425137715201
769,8.6,8.90974752504997,3.60171540755781
774,5,5.62254503213641,12.4509006427283
785,8.5,8.7977491485869,3.50293115984589
788,9.4,8.72487021077097,7.18223180030884
790,8.3,8.6648732335974,4.3960630553903
791,8.1,8.66313760748259,6.95231614176037
803,6.342,6.12819612311792,3.37123741535917
805,5.362,5.90494339172988,10.1257626208483
808,7.658,7.454099756275,2.66257826749802
820,8.398,7.44673045134156,11.3273344684263
822,6.714,7.44047338988933,10.8202768824744
829,6.693,7.51638939085664,12.3022469872499
834,8.014,7.72678475540068,3.58391869976685
848,6.411,6.88589632381643,7.40752337882429
855,8.77,8.38203975442536,4.42372001795482
869,8.481,8.61987240711894,1.63745321446695
874,9.114,8.59067649689695,5.74197392037584
880,6.3,6.54015530741473,3.811989006583
888,8.483,8.81518906554094,3.91593853048376
903,6.833,7.44659816619413,8.97992340398253
906,7.824,7.8004098439652,0.301510174268936
907,8.301,7.44447730154518,10.318307414225
917,7.939,6.82636095019663,14.0148513641941
944,6,6.36034523788219,6.00575396470314
952,8.6,7.89459637214265,8.20236776578314
955,6.662,6.76881628237124,1.60336659218307
958,7.06,6.75634133591111,4.30111422222223
965,7.046,6.8304695931217,3.05890444050954
969,7.456,6.99708215230236,6.15501405173869
974,6.513,7.32563109020121,12.4770626470323
975,7,7.62089358509499,8.86990835849989
992,5,5.42748089632649,8.54961792652986
997,6,6.10283046843651,1.71384114060844
1005,5.821,6.64279695038618,14.1177967769487
1024,6.76,7.28307369570967,7.73777656375254
1027,5.77,6.53615489590671,13.2782477626812
1033,6.8,6.62398510369118,2.58845435748259
1034,8.555,8.91214634451278,4.17470887799859
1036,8.887,8.89284262310442,0.0657434804143426
1039,8.87,8.80372512617665,0.747180088200069
1042,6.3,6.3288575217206,0.458055900327047
1054,6.3,6.68654106256266,6.13557242162947
1058,7.724,7.55186487804807,2.2285748569644
1063,7.466,7.70408422939332,3.18891279658879
1082,7.602,7.45590907607238,1.92174327713259
1103,6.775,6.99985814048343,3.31893934292884
1106,6.58,6.88154177817367,4.58270179595246
1118,8.03,8.20321715466075,2.15712521370794
1122,9.1,8.42776140242075,7.38723733603568
1149,8.387,8.11777038609169,3.21008243601178
1156,7.62,7.66763168746145,0.625087761961222
1223,9.301,7.66029799853898,17.6400602242879
1238,6.483,7.14242842194826,10.1716554364995
1252,6.955,6.93129849457413,0.340783686928435
1254,6.456,7.27706780902837,12.7179028659908
1266,7.18,6.90386246027473,3.84592673712073
1297,6.245,6.93270380015336,11.0120704588209
1300,6.903,7.23642140597888,4.83009424857139
1317,10,7.14634416524441,28.5365583475559
1320,6.199,6.13228003771817,1.07630202100059
1326,8.979,8.52784172328693,5.02459379344097
1343,7.068,7.00974463349621,0.824212882056966
1347,5,6.63823593985273,32.7647187970546
1362,7.461,7.26342671349556,2.64808050535371
1377,6.548,6.71887334304799,2.6095501381795
1391,7.187,7.05753146344757,1.80142669476039
1438,5,5.81724228269537,16.3448456539075
1444,8,7.49847246286558,6.26909421418026
1452,7.108,7.14374439753923,0.502875598469743
1456,7.108,6.97795248486938,1.82959362873689
1459,5.854,6.26462833771106,7.01449159055455
1472,7.409,7.25345931186536,2.09934793001269
1486,7.16,6.7531330191396,5.68249973268711
1492,7.33,6.7531330191396,7.86994516862752
1504,7.229,6.64847558464375,8.03049405666416
1509,9.23,8.62871238254579,6.51449206342589
1521,7.056,6.7500393480329,4.33617704035003
1525,8,6.97120969278483,12.8598788401897
1535,6.74,6.87177396570138,1.95510334868514
1542,6.654,7.43081261543445,11.6743705355343
1543,5.523,7.06028746915078,27.8342833451165
1548,7.424,7.51194916252226,1.18466005552613
1552,9.4,8.5210731080295,9.3502860847926
1556,7.7,8.11591307447493,5.40146849967444
1569,7.796,7.01650637856025,9.99863547254683
1578,5.922,6.86862225309239,15.9848404777506
1600,8.5,8.18125544704966,3.74993591706285
1614,4,4.88220786906494,22.0551967266235
1620,8.959,8.1571539998826,8.95017301169106
1623,8.699,8.11778669712715,6.68138065148696
1624,8.699,8.09856875850452,6.90230189096996
1631,8.301,8.12286509725517,2.14594509992565
1639,7.208,6.55184661193512,9.10312691543951
1641,7.68,8.10597188239012,5.54650888528803
1651,7.432,7.62576944166607,2.60723145406447
1676,9.268,8.48969119706511,8.39780754137778
1683,6,7.34503549451123,22.4172582418538
1695,6.73,8.00373444335024,18.9262175832131
1704,8.886,7.73278025460107,12.977939966227
1721,6.742,6.61290256914172,1.91482395221417
1726,7.022,6.86376973978902,2.25335033054661
1739,6,7.21305436438386,20.2175727397309
1760,7.18,6.90386246027473,3.84592673712073
1763,6.6,7.01650637856025,6.31070270545833
1780,6.004,5.67866766481666,5.41859319092843
1788,8.31,8.32023563902937,0.123172551496669
1800,7.3,7.21305436438386,1.19103610433074
1806,5,5.45636241869991,9.12724837399816
1821,6,6.61861338087468,10.3102230145781
1835,7.447,7.67397857807954,3.04791967341938
1836,7.918,7.1652168501014,9.50723856906541
1843,6,6.82274222140358,13.7123703567263
1845,8.523,8.47382965089701,0.576913634905435
1853,7.824,7.52745104597708,3.79024736736866
1877,6.3,6.71304609817843,6.55628727267344
1879,8.028,7.49802987921763,6.60152118562992
1884,8.167,7.54009798201034,7.67603793301892
1898,4.39,4.78515246364312,9.00119507159732
1900,8.128,8.05929966675612,0.84523047790207
1901,5.69,6.40942730170427,12.6437135624653
1909,8.168,8.10757679013961,0.739755262737353
1911,9.26,8.55582440483093,7.60448806878042
1942,5.602,6.94791091773397,24.0255429798994
1945,6.249,7.02626747848989,12.4382697790029
1969,7.174,7.10670301748415,0.938067779702383
1976,6.223,7.3005597630982,17.3157602940415
1988,7.009,7.19297792145734,2.62488117359591
1992,8.097,7.56014587370649,6.63028438055464
1993,5.699,6.35625301529635,11.5327779486988
1996,6.107,7.25584120404865,18.8118749639536
1997,9.222,8.70216417791849,5.63690980352968
2031,8.62,7.35269103461613,14.7019601552652
2039,7.215,7.47982886809747,3.67053178236272
2048,7.3,6.86970362861898,5.89447084083587
2054,6.72,6.85009191822664,1.93589164027732
2074,7.572,8.11329351477571,7.14862011061422
2078,6.755,7.38247373036437,9.28902635624526
2087,7.305,7.42985893596157,1.70922568051426
2099,8.886,7.10731488601676,20.0167129640248
2102,7.777,7.28270121701807,6.35590565747625
2112,6.513,6.99125598661507,7.34309821303648
2120,8.538,7.71710983096988,9.61454871199485
2127,8.391,7.58471919389648,9.60887624959501
2135,7.435,7.62512000749909,2.5570949226509
2137,8.967,7.44659816619413,16.9555239634869
2138,7.159,6.94894377127913,2.93415600951062
2143,6.954,7.05365832856269,1.43310797472958
2182,7.1,6.71309998114294,5.44929604024022
2206,8.167,6.87036191329195,15.8765530391582
2225,7.95,7.85910083020684,1.14338578356171
2232,6.951,7.61375312649694,9.5346443173204
2237,7.17,6.30852199908786,12.0150348802251
2305,9.54,8.49940630082052,10.9076907670805
2308,5,5.93563706415004,18.7127412830007
2314,8.699,7.73278025460107,11.1072507805372
2325,6.586,7.0351323326833,6.81950095176581
2328,6.46,4.97198227752414,23.0343300692858
2344,5.699,6.35625301529635,11.5327779486988
2352,8.148,8.07185715886108,0.934497313928809
2362,5.3,6.27057743556173,18.3127818030515
2363,6,6.15231603552058,2.5386005920097
2378,6.5,6.7747946934639,4.22761066867534
2381,7.97,7.82040688256707,1.87695253993637
2382,5,5.96811588019226,19.3623176038452
2396,8,7.92245451148249,0.969318606468894
2400,7.69,7.93708083941899,3.2130148168919
2403,6.57,7.40917164191,12.7727799377474
2410,6,6.47886806109781,7.98113435163019
2419,5.3,5.91213721166121,11.5497587105889
2423,6.585,6.11495056926304,7.13818421772155
2441,6,6.90459185713503,15.0765309522505
2448,8.6,7.84199917240426,8.81396311157839
2464,8.05,7.93586120180051,1.41787326955888
2465,7.201,6.88602892719411,4.37399073470191
2470,7,7.12859173037577,1.83702471965385
2478,5,5.87531635439903,17.5063270879805
2487,7.5,7.98818120943725,6.50908279249669
2521,8.2,8.88292262500354,8.32832469516519
2524,9.2,9.40658060673059,2.24544137750641
2526,8.801,8.87466297907291,0.836984195806297
2528,8.5,8.59262143566192,1.08966394896379
