flow,rows_id,fold
cforest,chscase_census4_task-3770,7
cforest,fri_c3_100_50_task-3582,8
cforest,breast-tissue_task-9897,9
cforest,Australian_task-3019,10
cforest,analcatdata_boxing2_task-3538,1
cforest,autoUniv-au4-2500_task-9908,2
cforest,visualizing_galaxy_task-3788,3
cforest,credit-g_task-31,4
cforest,vehicle_task-53,5
cforest,house_8L_task-3708,6
cforest,strikes_task-3636,7
cforest,fri_c0_100_50_task-3715,8
cforest,bodyfat_task-3644,9
cforest,pollen_task-3735,10
cforest,badges2_task-3955,1
cforest,analcatdata_boxing1_task-3540,2
cforest,kdd_synthetic_control_task-3867,3
cforest,fri_c3_500_5_task-3615,4
cforest,fri_c3_100_10_task-3648,5
cforest,pc1_req_task-4001,6
cforest,delta_ailerons_task-3668,7
cforest,grub-damage_task-3888,8
cforest,visualizing_environmental_task-3602,9
cforest,fri_c1_500_50_task-3632,10
cforest,fri_c4_100_10_task-3742,1
cforest,volcanoes-b2_task-9928,2
cforest,PizzaCutter3_task-7559,3
cforest,fri_c4_1000_10_task-3617,4
cforest,volcanoes-a3_task-9925,5
cforest,Smartphone-Based_Recognition_of_Human_Activities_task-10104,6
cforest,waveform-5000_task-58,7
cforest,wholesale-customers_task-9988,8
cforest,mc1_task-3907,9
cforest,chscase_funds_task-3666,10
cforest,waveform-5000_task-3842,1
cforest,flags_task-3875,2
cforest,wilt_task-9889,3
cforest,mfeat-karhunen_task-16,4
cforest,wall-robot-navigation_task-9941,5
cforest,fri_c3_100_25_task-3634,6
cforest,houses_task-3688,7
cforest,monks-problems-1_task-3492,8
cforest,pwLinear_task-3587,9
cforest,qsar-biodeg_task-9957,10
cforest,heart-h_task-9894,1
cforest,balance-scale_task-3860,2
cforest,page-blocks_task-30,3
cforest,user-knowledge_task-9944,4
cforest,fri_c2_100_25_task-3641,5
cforest,ilpd_task-9971,6
cforest,fri_c3_500_10_task-3799,7
cforest,cardiotocography_task-9979,8
cforest,fri_c2_250_5_task-3774,9
cforest,CastMetal1_task-10096,10
cforest,fri_c3_500_50_task-3800,1
cforest,wilt_task-9914,2
cforest,balance-scale_task-11,3
cforest,spambase_task-43,4
cforest,transplant_task-3748,5
cforest,jEdit_4.2_4.3_task-3901,6
cforest,fri_c2_100_50_task-3785,7
cforest,leaf_task-9973,8
cforest,mfeat-zernike_task-22,9
cforest,volcanoes-b4_task-9930,10
cforest,yeast_task-2073,1
cforest,haberman_task-42,2
cforest,volcanoes-e2_task-9916,3
cforest,volcanoes-b6_task-9932,4
cforest,acute-inflammations_task-9901,5
cforest,bank-marketing_task-9899,6
cforest,diggle_table_a2_task-3683,7
cforest,banknote-authentication_task-10093,8
cforest,fri_c0_500_25_task-3789,9
cforest,fri_c2_100_5_task-3592,10
cforest,wine_task-3836,1
cforest,eeg-eye-state_task-9983,2
cforest,SPECT_task-3495,3
cforest,autoUniv-au1-1000_task-9909,4
cforest,fri_c0_100_5_task-3620,5
cforest,arsenic-male-bladder_task-3810,6
cforest,volcanoes-b1_task-9927,7
cforest,fri_c4_250_100_task-3699,8
cforest,mfeat-karhunen_task-3883,9
cforest,lymph_task-10,10
cforest,fri_c2_500_5_task-3657,1
cforest,pc2_task-3919,2
cforest,analcatdata_challenger_task-3876,3
cforest,arsenic-male-lung_task-3814,4
cforest,quake_task-3638,5
cforest,fri_c1_500_5_task-3734,6
cforest,auto_price_task-3611,7
cforest,pc3_task-3903,8
cforest,fri_c2_250_25_task-3659,9
cforest,autoUniv-au6-750_task-9904,10
cforest,micro-mass_task-9950,1
cforest,abalone_task-3586,2
cforest,fri_c0_500_10_task-3806,3
cforest,qualitative-bankruptcy_task-9958,4
cforest,PizzaCutter1_task-7548,5
cforest,fri_c0_250_10_task-3629,6
cforest,volcanoes-e3_task-9917,7
cforest,anneal_task-2867,8
cforest,disclosure_x_noise_task-3692,9
cforest,volcanoes-e4_task-9918,10
cforest,fri_c4_1000_50_task-3662,1
cforest,disclosure_x_tampered_task-3660,2
cforest,jEdit_4.0_4.2_task-3921,3
cforest,fri_c1_250_10_task-3798,4
cforest,fri_c2_500_50_task-3783,5
cforest,collins_task-3850,6
cforest,machine_cpu_task-3599,7
cforest,fri_c4_250_50_task-3781,8
cforest,fri_c1_100_50_task-3740,9
cforest,anneal_task-1,10
cforest,hayes-roth_task-3837,1
cforest,cloud_task-3753,2
cforest,fri_c2_1000_5_task-3775,3
cforest,fri_c4_500_25_task-3703,4
cforest,ar6_task-3914,5
cforest,fri_c0_1000_25_task-3714,6
cforest,SPECTF_task-3496,7
cforest,analcatdata_lawsuit_task-3542,8
cforest,fri_c1_1000_10_task-3773,9
cforest,sonar_task-39,10
cforest,lsvt_task-9975,1
cforest,kc1_task-3917,2
cforest,no2_task-3749,3
cforest,rmftsa_ladata_task-3583,4
cforest,mfeat-zernike_task-3858,5
cforest,cpu_task-3661,6
cforest,boston_task-3736,7
cforest,autoUniv-au6-1000_task-9902,8
cforest,kr-vs-kp_task-3,9
cforest,fri_c4_1000_100_task-3584,10
cforest,autoUniv-au7-700_task-9905,1
cforest,analcatdata_apnea1_task-3633,2
cforest,fri_c0_250_25_task-3639,3
cforest,analcatdata_authorship_task-3549,4
cforest,humandevel_task-3787,5
cforest,rmftsa_sleepdata_task-3574,6
ctree,mfeat-zernike_task-3858,1
ctree,car_task-21,2
ctree,wall-robot-navigation_task-9941,3
ctree,collins_task-3850,4
ctree,fri_c2_500_5_task-3657,5
ctree,fri_c1_1000_25_task-3780,6
ctree,kc3_task-3915,7
ctree,balloon_task-3777,8
ctree,grub-damage_task-3497,9
ctree,iris_task-3832,10
ctree,zoo_task-3828,1
ctree,kdd_JapaneseVowels_task-3839,2
ctree,PieChart3_task-10099,3
ctree,wall-robot-navigation_task-9942,4
ctree,hayes-roth_task-3491,5
ctree,housing_task-3718,6
ctree,fri_c3_100_10_task-3648,7
ctree,analcatdata_authorship_task-3833,8
ctree,volcanoes-e4_task-9918,9
ctree,ada_agnostic_task-3896,10
ctree,micro-mass_task-9950,1
ctree,volcanoes-d1_task-9920,2
ctree,spectrometer_task-3486,3
ctree,analcatdata_boxing1_task-3540,4
ctree,page-blocks_task-3884,5
ctree,ecoli_task-38,6
ctree,sonar_task-39,7
ctree,lymph_task-3869,8
ctree,mfeat-factors_task-12,9
ctree,synthetic_control_task-3512,10
ctree,puma32H_task-3618,1
ctree,banana_task-10091,2
ctree,iris_task-7555,3
ctree,vehicle_task-3857,4
ctree,volcanoes-e1_task-9915,5
ctree,quake_task-3638,6
ctree,fri_c2_250_10_task-3695,7
ctree,nursery_task-3822,8
ctree,flags_task-3875,9
ctree,nursery_task-26,10
ctree,fri_c1_250_5_task-3596,1
ctree,autoUniv-au4-2500_task-9908,2
ctree,qualitative-bankruptcy_task-9958,3
ctree,mc1_task-3907,4
ctree,rabe_266_task-3647,5
ctree,fri_c3_250_5_task-3610,6
ctree,kdd_synthetic_control_task-3867,7
ctree,pendigits_task-32,8
ctree,pc4_task-3902,9
ctree,fri_c4_1000_25_task-3589,10
ctree,twonorm_task-9943,1
ctree,ailerons_task-3600,2
ctree,cpu_task-3661,3
ctree,visualizing_environmental_task-3602,4
ctree,chscase_census6_task-3763,5
ctree,fri_c3_1000_25_task-3581,6
ctree,fri_c0_250_25_task-3639,7
ctree,volcanoes-a1_task-10103,8
ctree,visualizing_livestock_task-3731,9
ctree,analcatdata_apnea2_task-3631,10
ctree,one-hundred-plants-margin_task-9954,1
ctree,glass_task-3868,2
ctree,fri_c1_100_5_task-3694,3
ctree,fri_c3_500_5_task-3615,4
ctree,houses_task-3688,5
ctree,fri_c1_100_25_task-3677,6
ctree,yeast_task-2073,7
ctree,vehicle_task-53,8
ctree,blood-transfusion-service-center_task-10101,9
ctree,MegaWatt1_task-7556,10
ctree,segment_task-36,1
ctree,prnn_crabs_task-3539,2
ctree,autoPrice_task-3622,3
ctree,disclosure_x_tampered_task-3660,4
ctree,optdigits_task-3843,5
ctree,BNG(breast-w)_task-2142,6
ctree,volcanoes-b1_task-9927,7
ctree,ringnorm_task-9959,8
ctree,fri_c3_500_10_task-3799,9
ctree,fri_c4_100_50_task-3795,10
ctree,analcatdata_seropositive_task-3784,1
ctree,fri_c1_1000_50_task-3702,2
ctree,pendigits_task-3882,3
ctree,visualizing_galaxy_task-3788,4
ctree,glass_task-40,5
ctree,kc1-top5_task-3898,6
ctree,mv_task-3745,7
ctree,rmftsa_sleepdata_task-3607,8
ctree,anneal_task-1,9
ctree,heart-h_task-9894,10
ctree,lsvt_task-9975,1
ctree,fri_c3_250_25_task-3697,2
ctree,mw1_task-3920,3
ctree,blogger_task-10094,4
ctree,planning-relax_task-9953,5
ctree,cpu_small_task-3601,6
ctree,fri_c4_250_25_task-3796,7
ctree,vertebra-column_task-9940,8
ctree,wine_task-3836,9
ctree,user-knowledge_task-9944,10
ctree,analcatdata_apnea3_task-3630,1
ctree,wine_task-2382,2
ctree,prnn_fglass_task-3859,3
ctree,chscase_census5_task-3769,4
ctree,balance-scale_task-3860,5
ctree,seeds_task-9962,6
ctree,Click_prediction_small_task-7295,7
ctree,sensory_task-3691,8
ctree,fri_c0_1000_10_task-3710,9
ctree,SPECT_task-3495,10
ctree,mc2_task-3905,1
ctree,visualizing_soil_task-3786,2
ctree,scene_task-3485,3
ctree,BNG(tic-tac-toe)_task-206,4
ctree,fri_c4_1000_50_task-3662,5
ctree,elevators_task-3711,6
ctree,fri_c3_1000_5_task-3678,7
ctree,first-order-theorem-proving_task-9985,8
ctree,cmc_task-3846,9
ctree,jEdit_4.0_4.2_task-3921,10
ctree,badges2_task-3955,1
ctree,SPECTF_task-3496,2
ctree,wilt_task-9914,3
ctree,pm10_task-3616,4
ctree,veteran_task-3585,5
ctree,fri_c2_1000_5_task-3775,6
ctree,fri_c2_100_25_task-3641,7
ctree,fri_c0_100_25_task-3752,8
ctree,phoneme_task-9952,9
ctree,mfeat-fourier_task-14,10
ctree,wilt_task-9889,1
ctree,disclosure_x_noise_task-3692,2
ctree,satimage_task-2074,3
ctree,analcatdata_lawsuit_task-3542,4
ctree,volcanoes-c1_task-9933,5
ctree,fertility_task-9984,6
ctree,fri_c0_100_50_task-3715,7
ctree,autoUniv-au6-750_task-9904,8
ctree,fri_c4_500_25_task-3703,9
ctree,mfeat-fourier_task-3834,10
ctree,fri_c2_1000_50_task-3730,1
ctree,cmc_task-23,2
ctree,acute-inflammations_task-10089,3
ctree,fri_c1_500_50_task-3632,4
ctree,semeion_task-9964,5
ctree,fri_c4_250_100_task-3699,6
ctree,climate-model-simulation-crashes_task-9980,7
ctree,analcatdata_neavote_task-3729,8
ctree,no2_task-3749,9
ctree,kc2_task-3913,10
ctree,balance-scale_task-11,1
ctree,analcatdata_creditscore_task-3552,2
ctree,PieChart2_task-10098,3
ctree,heart-switzerland_task-9948,4
ctree,sa-heart_task-9961,5
ctree,splice_task-45,6
ctree,wisconsin_task-3619,7
ctree,vinnie_task-3724,8
ctree,mfeat-karhunen_task-3883,9
ctree,optdigits_task-28,10
ctree,anneal_task-2867,1
ctree,rmftsa_ladata_task-3583,2
ctree,arsenic-female-bladder_task-3812,3
ctree,triazines_task-3653,4
ctree,vertebra-column_task-9939,5
ctree,transplant_task-3748,6
ctree,fri_c0_500_25_task-3789,7
ctree,CostaMadre1_task-7557,8
ctree,analcatdata_authorship_task-3549,9
ctree,eye_movements_task-3897,10
ctree,prnn_fglass_task-3815,1
ctree,house_16H_task-3686,2
ctree,arsenic-male-bladder_task-3810,3
ctree,plasma_retinol_task-3778,4
ctree,PieChart1_task-10097,5
ctree,analcatdata_germangss_task-3887,6
ctree,fri_c0_1000_50_task-3767,7
ctree,fri_c0_250_50_task-3598,8
ctree,heart-statlog_task-52,9
ctree,fri_c0_250_5_task-3642,10
ctree,breast-tissue_task-10095,1
ctree,qsar-biodeg_task-9957,2
ctree,fri_c0_500_10_task-3806,3
ctree,yeast_ml8_task-3488,4
ctree,fri_c4_1000_10_task-3617,5
ctree,fried_task-3764,6
ctree,bank-marketing_task-9899,7
ctree,fri_c1_100_50_task-3740,8
ctree,pc1_task-3918,9
ctree,visualizing_livestock_task-3577,10
ctree,chatfield_4_task-3685,1
ctree,space_ga_task-3603,2
ctree,disclosure_z_task-3794,3
ctree,robot-failures-lp5_task-9938,4
ctree,fri_c3_1000_10_task-3606,5
ctree,diggle_table_a2_task-3578,6
ctree,fri_c3_500_25_task-3759,7
ctree,fri_c3_100_25_task-3634,8
ctree,segment_task-3821,9
ctree,volcanoes-b6_task-9932,10
ctree,socmob_task-3797,1
ctree,rmftsa_ctoarrivals_task-3676,2
ctree,volcanoes-d3_task-9922,3
ctree,electricity_task-219,4
ctree,steel-plates-fault_task-9967,5
ctree,fri_c1_500_25_task-3645,6
ctree,autoUniv-au7-1100_task-9906,7
ctree,fri_c0_500_5_task-3747,8
ctree,monks-problems-3_task-3494,9
ctree,cnae-9_task-9981,10
ctree,PizzaCutter3_task-7559,1
ctree,fri_c4_250_50_task-3781,2
ctree,tic-tac-toe_task-49,3
ctree,micro-mass_task-9949,4
ctree,ar6_task-3914,5
ctree,datatrieve_task-3923,6
ctree,bank32nh_task-3698,7
ctree,fri_c2_250_5_task-3774,8
ctree,fri_c1_250_10_task-3798,9
ctree,PizzaCutter1_task-7548,10
ctree,BNG(cmc)_task-2146,1
ctree,fri_c4_500_50_task-3670,2
ctree,chscase_census3_task-3771,3
ctree,fri_c2_1000_25_task-3766,4
ctree,PieChart4_task-10100,5
ctree,analcatdata_wildcat_task-3614,6
ctree,ecoli_task-3874,7
ctree,PizzaCutter3_task-7549,8
ctree,bodyfat_task-3644,9
ctree,ionosphere_task-57,10
ctree,fri_c4_500_100_task-3608,1
ctree,mu284_task-3744,2
ctree,jEdit_4.2_4.3_task-3901,3
ctree,fri_c2_100_5_task-3592,4
ctree,fri_c0_1000_5_task-3664,5
ctree,fri_c1_250_25_task-3612,6
ctree,hill-valley_task-9893,7
ctree,wholesale-customers_task-9988,8
ctree,iris_task-7306,9
ctree,house_8L_task-3708,10
ctree,hayes-roth_task-3837,1
ctree,abalone_task-9900,2
ctree,kin8nm_task-3672,3
ctree,autoUniv-au7-500_task-9903,4
ctree,fri_c0_1000_25_task-3714,5
ctree,haberman_task-42,6
ctree,delta_ailerons_task-3668,7
ctree,fri_c2_250_25_task-3659,8
ctree,spambase_task-43,9
ctree,mfeat-pixel_task-3885,10
ctree,volcanoes-b4_task-9930,1
ctree,vowel_task-3879,2
ctree,fri_c4_100_25_task-3732,3
ctree,humandevel_task-3787,4
ctree,tae_task-3818,5
ctree,mfeat-factors_task-3841,6
ctree,mfeat-morphological_task-18,7
ctree,volcanoes-d2_task-9921,8
ctree,dresses-sales_task-9982,9
ctree,fri_c2_100_10_task-3628,10
ctree,banknote-authentication_task-10093,1
ctree,fri_c2_100_50_task-3785,2
ctree,tae_task-47,3
ctree,cpu_act_task-3627,4
ctree,acute-inflammations_task-9901,5
ctree,cal_housing_task-3687,6
ctree,pollen_task-3735,7
ctree,mfeat-zernike_task-22,8
ctree,autoUniv-au7-700_task-9905,9
ctree,fri_c1_500_10_task-3689,10
ctree,chscase_geyser1_task-3758,1
ctree,volcanoes-a4_task-9926,2
ctree,kc1_task-3917,3
ctree,tamilnadu-electricity_task-9968,4
ctree,letter_task-3840,5
ctree,pc2_task-3919,6
ctree,puma8NH_task-3681,7
ctree,analcatdata_dmft_task-3560,8
ctree,fri_c1_100_10_task-3654,9
ctree,autoUniv-au6-1000_task-9902,10
ctree,chscase_census2_task-3772,1
ctree,leaf_task-9973,2
ctree,fri_c4_100_100_task-3693,3
ctree,fri_c3_500_50_task-3800,4
ctree,wall-robot-navigation_task-9960,5
ctree,lowbwt_task-3804,6
ctree,hill-valley_task-9970,7
ctree,fri_c0_100_5_task-3620,8
ctree,fri_c1_250_50_task-3635,9
ctree,mfeat-karhunen_task-16,10
ctree,kr-vs-kp_task-3,1
ctree,chscase_census4_task-3770,2
ctree,fri_c4_1000_100_task-3584,3
ctree,credit-g_task-31,4
ctree,diggle_table_a2_task-3683,5
ctree,tecator_task-3716,6
ctree,PopularKids_task-3937,7
ctree,abalone_task-2075,8
ctree,volcanoes-e3_task-9917,9
ctree,volcanoes-b3_task-9929,10
ctree,Smartphone-Based_Recognition_of_Human_Activities_task-10104,1
ctree,grub-damage_task-3888,2
ctree,chscase_vine2_task-3679,3
ctree,stock_task-3706,4
ctree,mfeat-morphological_task-3825,5
ctree,machine_cpu_task-3599,6
ctree,rmftsa_sleepdata_task-3574,7
ctree,mozilla4_task-3899,8
ctree,monks-problems-1_task-3492,9
ctree,wind_task-3712,10
ctree,iris_task-59,1
ctree,diabetes_task-37,2
ctree,bank8FM_task-3591,3
ctree,volcanoes-e5_task-9919,4
ctree,analcatdata_germangss_task-3564,5
ctree,fri_c0_100_10_task-3673,6
ctree,disclosure_x_bias_task-3640,7
ctree,fri_c4_100_10_task-3742,8
ctree,lymph_task-10,9
ctree,fri_c0_500_50_task-3751,10
ctree,analcatdata_chlamydia_task-3739,1
ctree,car_task-3854,2
ctree,parkinsons_task-9951,3
ctree,newton_hema_task-3649,4
ctree,JapaneseVowels_task-3510,5
ctree,fri_c4_250_10_task-3727,6
ctree,waveform-5000_task-3842,7
ctree,volcanoes-a2_task-9924,8
ctree,analcatdata_michiganacc_task-3637,9
ctree,wdbc_task-9946,10
ctree,fruitfly_task-3580,1
ctree,teachingAssistant_task-3949,2
ctree,fri_c2_250_50_task-3741,3
ctree,cardiotocography_task-9979,4
ctree,heart-long-beach_task-9947,5
ctree,cardiotocography_task-9898,6
ctree,servo_task-3613,7
ctree,backache_task-3554,8
ctree,boston_corrected_task-3690,9
ctree,volcanoes-b5_task-9931,10
ctree,splice_task-3816,1
ctree,flags_task-3018,2
ctree,volcanoes-b2_task-9928,3
ctree,autoUniv-au1-1000_task-9909,4
ctree,cloud_task-3753,5
ctree,fri_c1_500_5_task-3734,6
ctree,ozone-level-8hr_task-9978,7
ctree,fri_c3_250_50_task-3737,8
ctree,arsenic-male-lung_task-3814,9
ctree,monks-problems-2_task-3493,10
ctree,sleuth_case2002_task-3765,1
ctree,fri_c1_1000_5_task-3609,2
ctree,chscase_funds_task-3666,3
ctree,seismic-bumps_task-9963,4
ctree,fri_c3_250_10_task-3658,5
ctree,volcanoes-a3_task-9925,6
ctree,page-blocks_task-30,7
ctree,fri_c2_500_25_task-3743,8
ctree,abalone_task-3586,9
ctree,thoracic-surgery_task-9969,10
ctree,fri_c0_250_10_task-3629,1
ctree,autoUniv-au6-400_task-9907,2
ctree,ar4_task-3911,3
ctree,analcatdata_vineyard_task-3590,4
ctree,molecular-biology_promoters_task-2373,5
ctree,analcatdata_apnea1_task-3633,6
ctree,fri_c4_500_10_task-3720,7
ctree,fri_c2_1000_10_task-3776,8
ctree,boston_task-3736,9
ctree,fri_c2_500_50_task-3783,10
ctree,analcatdata_dmft_task-3877,1
ctree,analcatdata_challenger_task-3876,2
ctree,fri_c3_100_50_task-3582,3
ctree,pc1_req_task-4001,4
ctree,mammography_task-3483,5
ctree,strikes_task-3636,6
ctree,prnn_synth_task-3555,7
ctree,Australian_task-3019,8
ctree,MegaWatt1_task-7547,9
ctree,fri_c1_1000_10_task-3773,10
ctree,analcatdata_boxing2_task-3538,1
ctree,zoo_task-60,2
ctree,collins_task-3567,3
ctree,2dplanes_task-3593,4
ctree,MagicTelescope_task-3954,5
ctree,arsenic-female-lung_task-3813,6
ctree,robot-failures-lp4_task-9937,7
ctree,delta_elevators_task-3684,8
ctree,wholesale-customers_task-9991,9
ctree,ar1_task-3909,10
ctree,PizzaCutter1_task-7558,1
ctree,pc3_task-3903,2
ctree,waveform-5000_task-58,3
ctree,analcatdata_supreme_task-3594,4
ctree,oil_spill_task-3484,5
ctree,fri_c2_500_10_task-3733,6
ctree,volcanoes-e2_task-9916,7
ctree,ilpd_task-9971,8
ctree,eeg-eye-state_task-9983,9
ctree,fri_c3_1000_50_task-3671,10
ctree,nursery_task-9892,1
ctree,pwLinear_task-3587,2
ctree,CastMetal1_task-10096,3
ctree,spectrometer_task-3817,4
ctree,fri_c3_100_5_task-3779,5
ctree,breast-tissue_task-9897,6
ctree,kc1-binary_task-3916,7
ctree,quake_task-3811,8
ctree,volcanoes-d4_task-9923,9
ctree,auto_price_task-3611,10
ctree,pol_task-3588,1
ctree,molecular-biology_promoters_task-3819,2
dbnDNN,fri_c4_100_10_task-3742,1
dbnDNN,cardiotocography_task-9979,2
dbnDNN,quake_task-3638,3
dbnDNN,fri_c3_250_10_task-3658,4
dbnDNN,analcatdata_supreme_task-3594,5
dbnDNN,balance-scale_task-11,6
dbnDNN,pc3_task-3903,7
dbnDNN,cpu_small_task-3601,8
dbnDNN,fri_c4_250_10_task-3727,9
dbnDNN,fri_c1_500_10_task-3689,10
dbnDNN,pol_task-3588,1
dbnDNN,micro-mass_task-9950,2
dbnDNN,wilt_task-9914,3
dbnDNN,house_8L_task-3708,4
dbnDNN,fri_c4_250_100_task-3699,5
dbnDNN,ozone-level-8hr_task-9978,6
dbnDNN,ada_agnostic_task-3896,7
dbnDNN,mfeat-zernike_task-22,8
dbnDNN,autoPrice_task-3622,9
dbnDNN,ringnorm_task-9959,10
dbnDNN,ecoli_task-3874,1
dbnDNN,kc1_task-3917,2
dbnDNN,fertility_task-9984,3
dbnDNN,wind_task-3712,4
dbnDNN,vinnie_task-3724,5
dbnDNN,kc1-binary_task-3916,6
dbnDNN,prnn_fglass_task-3859,7
dbnDNN,autoUniv-au1-1000_task-9909,8
dbnDNN,wall-robot-navigation_task-9942,9
dbnDNN,mammography_task-3483,10
dbnDNN,mc2_task-3905,1
dbnDNN,prnn_synth_task-3555,2
dbnDNN,fri_c2_250_10_task-3695,3
dbnDNN,micro-mass_task-9949,4
dbnDNN,page-blocks_task-3884,5
dbnDNN,volcanoes-d3_task-9922,6
dbnDNN,chscase_geyser1_task-3758,7
dbnDNN,bank8FM_task-3591,8
dbnDNN,volcanoes-a2_task-9924,9
dbnDNN,pc1_task-3918,10
dbnDNN,hayes-roth_task-3837,1
dbnDNN,delta_ailerons_task-3668,2
dbnDNN,volcanoes-b2_task-9928,3
dbnDNN,fri_c3_500_5_task-3615,4
dbnDNN,breast-tissue_task-10095,5
dbnDNN,chscase_census6_task-3763,6
dbnDNN,climate-model-simulation-crashes_task-9980,7
dbnDNN,fri_c4_100_100_task-3693,8
dbnDNN,fri_c1_250_50_task-3635,9
dbnDNN,kc1-top5_task-3898,10
dbnDNN,fri_c2_500_50_task-3783,1
dbnDNN,fri_c1_100_5_task-3694,2
dbnDNN,planning-relax_task-9953,3
dbnDNN,fri_c4_250_25_task-3796,4
dbnDNN,wine_task-2382,5
dbnDNN,volcanoes-e3_task-9917,6
dbnDNN,fri_c2_250_25_task-3659,7
dbnDNN,elevators_task-3711,8
dbnDNN,SPECTF_task-3496,9
dbnDNN,waveform-5000_task-3842,10
dbnDNN,iris_task-3832,1
dbnDNN,mfeat-fourier_task-14,2
dbnDNN,fri_c1_500_50_task-3632,3
dbnDNN,fri_c2_100_10_task-3628,4
dbnDNN,chscase_census2_task-3772,5
dbnDNN,qsar-biodeg_task-9957,6
dbnDNN,datatrieve_task-3923,7
dbnDNN,breast-tissue_task-9897,8
dbnDNN,fri_c4_1000_100_task-3584,9
dbnDNN,fri_c0_250_5_task-3642,10
dbnDNN,fri_c4_250_50_task-3781,1
dbnDNN,optdigits_task-3843,2
dbnDNN,mu284_task-3744,3
dbnDNN,iris_task-7555,4
dbnDNN,heart-switzerland_task-9948,5
dbnDNN,balance-scale_task-3860,6
dbnDNN,fri_c3_1000_25_task-3581,7
dbnDNN,jEdit_4.0_4.2_task-3921,8
dbnDNN,no2_task-3749,9
dbnDNN,vertebra-column_task-9939,10
dbnDNN,analcatdata_authorship_task-3833,1
dbnDNN,space_ga_task-3603,2
dbnDNN,chscase_funds_task-3666,3
dbnDNN,fri_c1_250_10_task-3798,4
dbnDNN,fri_c4_1000_50_task-3662,5
dbnDNN,PizzaCutter3_task-7559,6
dbnDNN,wilt_task-9889,7
dbnDNN,volcanoes-b3_task-9929,8
dbnDNN,chscase_census5_task-3769,9
dbnDNN,triazines_task-3653,10
dbnDNN,houses_task-3688,1
dbnDNN,rabe_266_task-3647,2
dbnDNN,glass_task-3868,3
dbnDNN,volcanoes-a3_task-9925,4
dbnDNN,fri_c1_1000_50_task-3702,5
dbnDNN,one-hundred-plants-texture_task-9956,6
dbnDNN,volcanoes-a4_task-9926,7
dbnDNN,page-blocks_task-30,8
dbnDNN,iris_task-7306,9
dbnDNN,fri_c3_100_5_task-3779,10
dbnDNN,segment_task-3821,1
dbnDNN,volcanoes-d1_task-9920,2
dbnDNN,mfeat-fourier_task-3834,3
dbnDNN,glass_task-40,4
dbnDNN,PizzaCutter1_task-7558,5
dbnDNN,fri_c3_1000_50_task-3671,6
dbnDNN,oil_spill_task-3484,7
dbnDNN,volcanoes-b4_task-9930,8
dbnDNN,volcanoes-e4_task-9918,9
dbnDNN,PieChart4_task-10100,10
dbnDNN,bodyfat_task-3644,1
dbnDNN,fri_c3_500_50_task-3800,2
dbnDNN,ionosphere_task-57,3
dbnDNN,diabetes_task-37,4
dbnDNN,cal_housing_task-3687,5
dbnDNN,spambase_task-43,6
dbnDNN,diggle_table_a2_task-3578,7
dbnDNN,ecoli_task-38,8
dbnDNN,strikes_task-3636,9
dbnDNN,fried_task-3764,10
dbnDNN,CostaMadre1_task-7557,1
dbnDNN,chatfield_4_task-3685,2
dbnDNN,MegaWatt1_task-7556,3
dbnDNN,BNG(breast-w)_task-2142,4
dbnDNN,fri_c2_1000_50_task-3730,5
dbnDNN,prnn_fglass_task-3815,6
dbnDNN,rmftsa_sleepdata_task-3574,7
dbnDNN,wdbc_task-9946,8
dbnDNN,kc3_task-3915,9
dbnDNN,parkinsons_task-9951,10
dbnDNN,tecator_task-3716,1
dbnDNN,chscase_census3_task-3771,2
dbnDNN,one-hundred-plants-margin_task-9954,3
dbnDNN,kdd_JapaneseVowels_task-3839,4
dbnDNN,mc1_task-3907,5
dbnDNN,fri_c0_500_25_task-3789,6
dbnDNN,pendigits_task-3882,7
dbnDNN,banana_task-10091,8
dbnDNN,fri_c2_500_10_task-3733,9
dbnDNN,chscase_census4_task-3770,10
dbnDNN,visualizing_environmental_task-3602,1
dbnDNN,fri_c3_1000_5_task-3678,2
dbnDNN,volcanoes-b5_task-9931,3
dbnDNN,fri_c0_500_10_task-3806,4
dbnDNN,wisconsin_task-3619,5
dbnDNN,fri_c0_1000_25_task-3714,6
dbnDNN,machine_cpu_task-3599,7
dbnDNN,fri_c2_500_5_task-3657,8
dbnDNN,segment_task-36,9
dbnDNN,letter_task-3840,10
dbnDNN,fri_c0_1000_50_task-3767,1
dbnDNN,heart-statlog_task-52,2
dbnDNN,fri_c0_500_5_task-3747,3
dbnDNN,fri_c3_250_5_task-3610,4
dbnDNN,fri_c4_100_50_task-3795,5
dbnDNN,fri_c0_100_50_task-3715,6
dbnDNN,volcanoes-b1_task-9927,7
dbnDNN,volcanoes-a1_task-10103,8
dbnDNN,volcanoes-d4_task-9923,9
dbnDNN,JapaneseVowels_task-3510,10
dbnDNN,transplant_task-3748,1
dbnDNN,vehicle_task-3857,2
dbnDNN,fri_c3_100_25_task-3634,3
dbnDNN,heart-long-beach_task-9947,4
dbnDNN,fri_c0_250_10_task-3629,5
dbnDNN,pendigits_task-32,6
dbnDNN,analcatdata_authorship_task-3549,7
dbnDNN,fri_c0_100_25_task-3752,8
dbnDNN,eeg-eye-state_task-9983,9
dbnDNN,Smartphone-Based_Recognition_of_Human_Activities_task-10104,10
dbnDNN,vertebra-column_task-9940,1
dbnDNN,wine_task-3836,2
dbnDNN,fri_c0_100_5_task-3620,3
